name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region
LAIT1	18.8972	39.8983	-7.91051065969863	-999	LAIT	R	depth	-15.6903	-36.6192	-2.08949	parahippocampal
LAIT2	21.9141	40.7166	-7.27632263177232	-999	LAIT	R	depth	-18.4522	-36.8779	-2.96386	parahippocampal
LAIT3	26.1737	41.8901	-6.60630643258475	-999	LAIT	R	depth	-21.7413	-37.2092	-2.90444	parahippocampal
LAIT4	30.2789	42.9861	-6.91933920407638	-999	LAIT	R	depth	-26.1269	-37.651	-2.82519	parahippocampal
LAIT5	34.8518	43.6493	-7.61052334792513	-999	LAIT	R	depth	-29.4161	-37.9823	-2.76578	parahippocampal
LAIT6	38.8786	44.7043	-8.5542100485904	-999	LAIT	R	depth	-33.2533	-38.3689	-2.6964	parahippocampal
LAIT7	42.2918	44.3935	-8.8712435852493	-999	LAIT	R	depth	-37.5318	-39.8989	-2.6265	fusiform
LAIT8	47.4283	43.6295	-10.4588814351127	-999	LAIT	R	depth	-40.821	-40.2302	-2.56708	inferiortemporal
LAIT9	51.9614	43.501	-11.2062488868784	-999	LAIT	R	depth	-44.6792	-40.5994	-3.42152	inferiortemporal
LAIT10	56.719	43.2506	-10.4772580400279	-999	LAIT	R	depth	-47.9684	-40.9306	-3.36211	inferiortemporal
LAIT11	60.3201	42.7636	-9.80205165100788	-999	LAIT	R	depth	-52.3538	-41.3724	-3.28285	inferiortemporal
LAIT12	64.7115	42.3279	-10.3461836182648	-999	LAIT	R	depth	-55.6429	-41.7038	-3.22344	inferiortemporal
LAIT13	67.6223	42.3359	-9.94270102230144	-999	LAIT	R	depth	-59.5013	-42.0727	-4.07788	inferiortemporal
LAIT14	33.8705	36.5563	13.2172830328919	-999	LAIT	R	depth	-62.7904	-42.404	-4.01846	inferiortemporal
LMSO1	22.6111	56.839	-3.35446442858988	-999	LMSO	R	depth	-23.47	-52.3295	2.1103	lingual
