name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
LFG1	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG2	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG3	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG4	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG5	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG6	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG7	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG8	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG9	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG10	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG11	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG12	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG13	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG14	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG15	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG16	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG17	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG18	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG19	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG20	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG21	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG22	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG23	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG24	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG25	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG26	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG27	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG28	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG29	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG30	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG31	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LFG32	ECOG	V	n/a	n/a	LFG	1600	grid	n/a
LOTD1	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD2	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD3	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD4	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD5	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD6	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD7	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD8	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD9	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD10	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD11	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LOTD12	SEEG	V	n/a	n/a	LOTD	1600	depth	n/a
LPLD1	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD2	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD3	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD4	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD5	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD6	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD7	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD8	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD9	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD10	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD11	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LPLD12	SEEG	V	n/a	n/a	LPLD	1600	depth	n/a
LFS1	ECOG	V	n/a	n/a	LFS	1600	strip	n/a
LFS2	ECOG	V	n/a	n/a	LFS	1600	strip	n/a
LFS3	ECOG	V	n/a	n/a	LFS	1600	strip	n/a
LFS4	ECOG	V	n/a	n/a	LFS	1600	strip	n/a
LFS5	ECOG	V	n/a	n/a	LFS	1600	strip	n/a
LFS6	ECOG	V	n/a	n/a	LFS	1600	strip	n/a
LFS7	ECOG	V	n/a	n/a	LFS	1600	strip	n/a
LFS8	ECOG	V	n/a	n/a	LFS	1600	strip	n/a
RIHG1	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG2	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG3	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG4	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG5	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG6	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG7	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG8	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG9	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG10	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG11	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG12	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
RIHG13	ECOG	V	n/a	n/a	RIHG	1600	grid	n/a
