name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
G1-G2	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G2-G3	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G3-G6	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G6-G4	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G4-G5	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G5-G7	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G7-G8	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G8-G9	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G9-G10	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G10-G11	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G11-G12	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G12-G13	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G13-G14	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
G14-G1	SEEG	V	n/a	n/a	bipolar	G	1000	depth	n/a
O1-O2	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O2-O3	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O3-O4	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O4-O5	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O5-O6	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O6-O7	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O7-O8	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O8-O9	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O9-O10	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O10-O11	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O11-O12	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O12-O13	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O13-O14	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
O14-O1	SEEG	V	n/a	n/a	bipolar	O	1000	depth	n/a
T1-T2	SEEG	V	n/a	n/a	bipolar	T	1000	depth	n/a
T2-T3	SEEG	V	n/a	n/a	bipolar	T	1000	depth	n/a
T3-T4	SEEG	V	n/a	n/a	bipolar	T	1000	depth	n/a
T4-T1	SEEG	V	n/a	n/a	bipolar	T	1000	depth	n/a
T5-T6	SEEG	V	n/a	n/a	bipolar	T	1000	depth	n/a
T6-T7	SEEG	V	n/a	n/a	bipolar	T	1000	depth	n/a
T7-T8	SEEG	V	n/a	n/a	bipolar	T	1000	depth	n/a
T8-T9	SEEG	V	n/a	n/a	bipolar	T	1000	depth	n/a
T9-T5	SEEG	V	n/a	n/a	bipolar	T	1000	depth	n/a
U1-U2	SEEG	V	n/a	n/a	bipolar	U	1000	depth	n/a
U2-U3	SEEG	V	n/a	n/a	bipolar	U	1000	depth	n/a
U3-U4	SEEG	V	n/a	n/a	bipolar	U	1000	depth	n/a
U4-U5	SEEG	V	n/a	n/a	bipolar	U	1000	depth	n/a
U5-U6	SEEG	V	n/a	n/a	bipolar	U	1000	depth	n/a
U6-U7	SEEG	V	n/a	n/a	bipolar	U	1000	depth	n/a
U7-U8	SEEG	V	n/a	n/a	bipolar	U	1000	depth	n/a
U8-U9	SEEG	V	n/a	n/a	bipolar	U	1000	depth	n/a
U9-U10	SEEG	V	n/a	n/a	bipolar	U	1000	depth	n/a
U10-U1	SEEG	V	n/a	n/a	bipolar	U	1000	depth	n/a
Q1-Q2	SEEG	V	n/a	n/a	bipolar	Q	1000	depth	n/a
Q2-Q3	SEEG	V	n/a	n/a	bipolar	Q	1000	depth	n/a
Q3-Q4	SEEG	V	n/a	n/a	bipolar	Q	1000	depth	n/a
Q4-Q5	SEEG	V	n/a	n/a	bipolar	Q	1000	depth	n/a
Q5-Q6	SEEG	V	n/a	n/a	bipolar	Q	1000	depth	n/a
Q6-Q7	SEEG	V	n/a	n/a	bipolar	Q	1000	depth	n/a
Q7-Q8	SEEG	V	n/a	n/a	bipolar	Q	1000	depth	n/a
Q8-Q9	SEEG	V	n/a	n/a	bipolar	Q	1000	depth	n/a
Q9-Q1	SEEG	V	n/a	n/a	bipolar	Q	1000	depth	n/a
R1-R2	SEEG	V	n/a	n/a	bipolar	R	1000	depth	n/a
R2-R3	SEEG	V	n/a	n/a	bipolar	R	1000	depth	n/a
R3-R4	SEEG	V	n/a	n/a	bipolar	R	1000	depth	n/a
R4-R5	SEEG	V	n/a	n/a	bipolar	R	1000	depth	n/a
R5-R6	SEEG	V	n/a	n/a	bipolar	R	1000	depth	n/a
R6-R7	SEEG	V	n/a	n/a	bipolar	R	1000	depth	n/a
R7-R8	SEEG	V	n/a	n/a	bipolar	R	1000	depth	n/a
R8-R9	SEEG	V	n/a	n/a	bipolar	R	1000	depth	n/a
R9-R10	SEEG	V	n/a	n/a	bipolar	R	1000	depth	n/a
R10-R1	SEEG	V	n/a	n/a	bipolar	R	1000	depth	n/a
S1-S2	SEEG	V	n/a	n/a	bipolar	S	1000	depth	n/a
S2-S3	SEEG	V	n/a	n/a	bipolar	S	1000	depth	n/a
S3-S4	SEEG	V	n/a	n/a	bipolar	S	1000	depth	n/a
S4-S5	SEEG	V	n/a	n/a	bipolar	S	1000	depth	n/a
S5-S6	SEEG	V	n/a	n/a	bipolar	S	1000	depth	n/a
S6-S7	SEEG	V	n/a	n/a	bipolar	S	1000	depth	n/a
S7-S8	SEEG	V	n/a	n/a	bipolar	S	1000	depth	n/a
S8-S9	SEEG	V	n/a	n/a	bipolar	S	1000	depth	n/a
S9-S10	SEEG	V	n/a	n/a	bipolar	S	1000	depth	n/a
S10-S1	SEEG	V	n/a	n/a	bipolar	S	1000	depth	n/a
V1-V2	SEEG	V	n/a	n/a	bipolar	V	1000	depth	n/a
V2-V3	SEEG	V	n/a	n/a	bipolar	V	1000	depth	n/a
V3-V4	SEEG	V	n/a	n/a	bipolar	V	1000	depth	n/a
V4-V5	SEEG	V	n/a	n/a	bipolar	V	1000	depth	n/a
V5-V6	SEEG	V	n/a	n/a	bipolar	V	1000	depth	n/a
V6-V7	SEEG	V	n/a	n/a	bipolar	V	1000	depth	n/a
V7-V8	SEEG	V	n/a	n/a	bipolar	V	1000	depth	n/a
V8-V9	SEEG	V	n/a	n/a	bipolar	V	1000	depth	n/a
V9-V10	SEEG	V	n/a	n/a	bipolar	V	1000	depth	n/a
V10-V1	SEEG	V	n/a	n/a	bipolar	V	1000	depth	n/a
X1-X2	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X3-X4	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X4-X5	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X5-X6	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X6-X7	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X7-X8	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X8-X9	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X9-X10	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X10-X11	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X11-X12	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X12-X13	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X13-X14	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X14-X15	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
X15-X3	SEEG	V	n/a	n/a	bipolar	X	1000	depth	n/a
Y1-Y2	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y2-Y3	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y3-Y4	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y4-Y5	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y5-Y6	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y6-Y7	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y7-Y8	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y8-Y9	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y9-Y10	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y10-Y11	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y11-Y12	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y12-Y13	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y13-Y14	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y14-Y15	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
Y15-Y16	SEEG	V	n/a	n/a	bipolar	Y	1000	depth	n/a
