name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LAFD1-LAFD2	SEEG	V	n/a	n/a	bipolar	LAFD	500	depth	n/a
LAFD2-LAFD3	SEEG	V	n/a	n/a	bipolar	LAFD	500	depth	n/a
LAFD3-LAFD4	SEEG	V	n/a	n/a	bipolar	LAFD	500	depth	n/a
RAFD1-RAFD2	SEEG	V	n/a	n/a	bipolar	RAFD	500	depth	n/a
RAFD2-RAFD3	SEEG	V	n/a	n/a	bipolar	RAFD	500	depth	n/a
RAFD3-RAFD4	SEEG	V	n/a	n/a	bipolar	RAFD	500	depth	n/a
LICS13-LICS19	ECOG	V	n/a	n/a	bipolar	LICS	500	grid	n/a
LICS13-LICS14	ECOG	V	n/a	n/a	bipolar	LICS	500	grid	n/a
LICS14-LICS20	ECOG	V	n/a	n/a	bipolar	LICS	500	grid	n/a
LICS14-LICS15	ECOG	V	n/a	n/a	bipolar	LICS	500	grid	n/a
LICS15-LICS21	ECOG	V	n/a	n/a	bipolar	LICS	500	grid	n/a
LICS15-LICS16	ECOG	V	n/a	n/a	bipolar	LICS	500	grid	n/a
LICS16-LICS22	ECOG	V	n/a	n/a	bipolar	LICS	500	grid	n/a
LICS19-LICS20	ECOG	V	n/a	n/a	bipolar	LICS	500	grid	n/a
LICS20-LICS21	ECOG	V	n/a	n/a	bipolar	LICS	500	grid	n/a
LICS21-LICS22	ECOG	V	n/a	n/a	bipolar	LICS	500	grid	n/a
LISS1-LISS2	ECOG	V	n/a	n/a	bipolar	LISS	500	strip	n/a
LISS2-LISS3	ECOG	V	n/a	n/a	bipolar	LISS	500	strip	n/a
LISS3-LISS4	ECOG	V	n/a	n/a	bipolar	LISS	500	strip	n/a
LISS4-LISS5	ECOG	V	n/a	n/a	bipolar	LISS	500	strip	n/a
LISS5-LISS6	ECOG	V	n/a	n/a	bipolar	LISS	500	strip	n/a
RICS1-RICS2	ECOG	V	n/a	n/a	bipolar	RICS	500	grid	n/a
RICS1-RICS7	ECOG	V	n/a	n/a	bipolar	RICS	500	grid	n/a
RICS2-RICS8	ECOG	V	n/a	n/a	bipolar	RICS	500	grid	n/a
RICS2-RICS3	ECOG	V	n/a	n/a	bipolar	RICS	500	grid	n/a
RICS3-RICS9	ECOG	V	n/a	n/a	bipolar	RICS	500	grid	n/a
RICS3-RICS4	ECOG	V	n/a	n/a	bipolar	RICS	500	grid	n/a
RICS4-RICS10	ECOG	V	n/a	n/a	bipolar	RICS	500	grid	n/a
RICS7-RICS8	ECOG	V	n/a	n/a	bipolar	RICS	500	grid	n/a
RICS8-RICS9	ECOG	V	n/a	n/a	bipolar	RICS	500	grid	n/a
RICS9-RICS10	ECOG	V	n/a	n/a	bipolar	RICS	500	grid	n/a
RISS7-RISS8	ECOG	V	n/a	n/a	bipolar	RISS	500	strip	n/a
RISS8-RISS9	ECOG	V	n/a	n/a	bipolar	RISS	500	strip	n/a
RISS9-RISS10	ECOG	V	n/a	n/a	bipolar	RISS	500	strip	n/a
RISS10-RISS11	ECOG	V	n/a	n/a	bipolar	RISS	500	strip	n/a
RISS11-RISS12	ECOG	V	n/a	n/a	bipolar	RISS	500	strip	n/a
LFG1-LFG9	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG1-LFG2	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG2-LFG3	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG2-LFG10	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG3-LFG11	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG3-LFG4	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG4-LFG5	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG4-LFG12	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG5-LFG13	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG5-LFG6	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG6-LFG14	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
LFG6-LFG7	ECOG	V	n/a	n/a	bipolar	LFG	500	grid	n/a
