name	x	y	z	size	group	hemisphere	type
LT1	-36.3051	-10.4985	-8.75627795718688	6.184	LT	L	depth
LT2	-41.0769	-9.51659	-7.8816016057628	6.184	LT	L	depth
LT3	-44.9672	-9.34172	-9.5354060630276	6.184	LT	L	depth
LT4	-48.3428	-9.70512	-11.4874106240898	6.184	LT	L	depth
LT5	-54.2573	-9.35902	-11.6158132443286	6.184	LT	L	depth
LT6	-58.3072	-9.36966	-11.826107859605	6.184	LT	L	depth
LT7	-62.5723	-9.33887	-12.5453084098041	6.184	LT	L	depth
LT8	-65.8642	-9.03452	-10.6832100800636	6.184	LT	L	depth
LT9	-68.1162	-8.95492	-8.94422271358848	6.184	LT	L	depth
LT10	-71.3499	-8.87833	-7.90741760324369	6.184	LT	L	depth
LF1	-28.5006	-52.0922	-9.0812220149396	6.184	LF	L	depth
LF2	-32.4728	-52.9059	-9.48082387560357	6.184	LF	L	depth
LF3	-36.0513	-54.0612	-9.4640380926203	6.184	LF	L	depth
LF4	-39.8599	-53.8708	-8.643258044212	6.184	LF	L	depth
LF5	-43.3085	-53.8116	-7.88575528690005	6.184	LF	L	depth
LF6	-46.8113	-53.2934	-6.81480508869685	6.184	LF	L	depth
LF7	-52.2624	-53.2979	-5.45469879600559	6.184	LF	L	depth
LF8	-58.5338	-53.3262	-1.4520085909618	6.184	LF	L	depth
LF9	-64.1746	-54.0737	1.69938536276533	6.184	LF	L	depth
LF10	-67.1366	-53.861	3.24357102766757	6.184	LF	L	depth
LL1	-44.4361	-25.5532	2.11207962507207	5.024	LL	L	depth
LL2	-49.9187	-24.09	4.78218603927255	5.024	LL	L	depth
LL3	-54.8404	-23.7926	4.44056212611526	5.024	LL	L	depth
LL4	-60.0822	-25.2371	4.07952187484344	5.024	LL	L	depth
LL5	-64.9702	-26.446	1.98862484418687	5.024	LL	L	depth
LL6	-69.1096	-26.3222	2.89568286475028	5.024	LL	L	depth
LL7	-72.4949	-26.21	5.16207111203745	5.024	LL	L	depth
LL8	-75.8924	-25.66	7.29761128796562	5.024	LL	L	depth
LU1	-44.8134	-41.5706	16.6606652376514	6.184	LU	L	depth
LU2	-47.953	-41.419	16.9806111721664	6.184	LU	L	depth
LU3	-51.1893	-41.4187	16.950335755668	6.184	LU	L	depth
LU4	-55.2857	-41.1388	17.7038417059814	6.184	LU	L	depth
LU5	-58.0582	-41.0199	16.7701901532042	6.184	LU	L	depth
LU6	-61.9649	-41.9836	15.1441711353541	6.184	LU	L	depth
LU7	-65.3306	-43.0069	14.3019527692096	6.184	LU	L	depth
LU8	-68.5229	-42.9171	14.5127628326906	6.184	LU	L	depth
LU9	-71.2905	-43.1806	15.0922946824425	6.184	LU	L	depth
LU10	-74.2074	-43.518	15.6240204768174	6.184	LU	L	depth
LX1	-5.20109	-43.0575	23.2885371875079	6.184	LX	L	depth
LX2	-12.5768	-42.3291	24.7108940013876	6.184	LX	L	depth
LX3	-17.7429	-41.283	24.148704049968	6.184	LX	L	depth
LX4	-22.2961	-41.6801	25.2430357595935	6.184	LX	L	depth
LX5	-27.2248	-42.5777	28.1198541479736	6.184	LX	L	depth
LX6	-34.1459	-43.7746	30.7823753217551	6.184	LX	L	depth
LX7	-38.9462	-43.0622	34.607593024798	6.184	LX	L	depth
LX8	-43.9703	-42.1804	35.7559572879165	6.184	LX	L	depth
LX9	-51.8895	-42.2648	34.4373292302334	6.184	LX	L	depth
LX10	-60.5324	-44.529	36.934076373799	6.184	LX	L	depth
LP1	-0.290293	-61.7997	42.5673612569548	5.024	LP	L	depth
LP2	-4.39615	-62.6193	43.7787874544717	5.024	LP	L	depth
LP3	-9.60087	-62.4733	46.9778452941465	5.024	LP	L	depth
LP4	-12.9818	-62.3289	47.9108959488836	5.024	LP	L	depth
LP5	-16.3602	-62.3643	47.954404781127	5.024	LP	L	depth
LP6	-20.5539	-62.2523	47.3369582122646	5.024	LP	L	depth
LP7	-23.8624	-61.2026	46.7131436316979	5.024	LP	L	depth
LP8	-26.8202	-59.1774	45.588632931066	5.024	LP	L	depth
LP9	-30.7134	-56.0244	44.6214518970177	5.024	LP	L	depth
LP10	-35.4048	-55.1816	43.5392903918345	5.024	LP	L	depth
LP11	-38.5604	-56.0953	41.4311218634422	5.024	LP	L	depth
LP12	-40.3853	-58.3308	39.6313123716704	5.024	LP	L	depth
LP13	-42.9999	-59.7044	39.3991490079815	5.024	LP	L	depth
LP14	-46.6636	-58.827	40.1159348530894	5.024	LP	L	depth
LO1	-0.305848	39.462	-24.1068414458288	5.024	LO	L	depth
LO2	-2.28795	40.4534	-23.4284085847363	5.024	LO	L	depth
LO3	-5.63051	42.3515	-22.5844273032787	5.024	LO	L	depth
LO4	-7.98307	44.2883	-19.9212476592458	5.024	LO	L	depth
LO5	-12.1936	45.3922	-19.0477265761883	5.024	LO	L	depth
LO6	-15.5862	46.1448	-20.0270106915215	5.024	LO	L	depth
LO7	-19.1158	47.3372	-20.1825944852593	5.024	LO	L	depth
LO8	-21.5974	48.195	-19.4738403746995	5.024	LO	L	depth
LO9	-24.7355	49.2337	-18.5291982564478	5.024	LO	L	depth
LO10	-28.0238	50.9294	-17.3346637708579	5.024	LO	L	depth
LO11	-31.5741	53.7499	-14.4096441973188	5.024	LO	L	depth
LO12	-35.6661	55.7901	-14.8447795775661	5.024	LO	L	depth
LO13	-39.881	57.8883	-12.5857018066764	5.024	LO	L	depth
LO14	-42.691	59.6538	-10.9305882444698	5.024	LO	L	depth
LQ1	-4.71048	40.1614	3.76560455617278	5.024	LQ	L	depth
LQ2	-8.87794	38.0975	3.41424825428666	5.024	LQ	L	depth
LQ3	-12.5409	36.9251	5.03858416690139	5.024	LQ	L	depth
