name	x	y	z	size	group	hemisphere	type
LOA1	-14.3059	40.2031	-24.0322187198593	-999	LOA	L	depth
LOA2	-14.7648	40.8075	-19.4589285362807	-999	LOA	L	depth
LOA3	-14.2835	40.5982	-15.7657903874216	-999	LOA	L	depth
LOA4	-17.3022	40.5479	-13.7859771171457	-999	LOA	L	depth
LOA5	-19.0737	40.0341	-11.470904375337	-999	LOA	L	depth
LOA6	-22.571	40.3901	-8.84099143487068	-999	LOA	L	depth
LOA7	-25.2189	39.8499	-4.81106502404914	-999	LOA	L	depth
LOA8	-29.4578	40.2464	-1.98508588543556	-999	LOA	L	depth
LOA9	-32.4807	40.2643	0.424461457845372	-999	LOA	L	depth
LOA10	-34.471	41.1969	3.01973255176518	-999	LOA	L	depth
LOA11	-36.7178	42.4807	5.79281560281666	-999	LOA	L	depth
LOA12	-36.8684	42.4803	10.1769770075493	-999	LOA	L	depth
LOA13	-38.3445	42.744	14.5441873714281	-999	LOA	L	depth
LOA14	-38.5902	43.1964	18.6313662915647	-999	LOA	L	depth
LA1	-26.5281	-2.84399	-28.5039162836706	-999	LA	L	depth
LA2	-28.1619	-4.40687	-28.3676627545164	-999	LA	L	depth
LA3	-33.9706	-6.99801	-26.5088080182189	-999	LA	L	depth
LA4	-40.9949	-8.61679	-20.1592396390239	-999	LA	L	depth
LA5	-44.254	-11.5317	-18.8500976872694	-999	LA	L	depth
LA6	-47.3082	-13.0137	-15.0284018208506	-999	LA	L	depth
LA7	-56.9908	-15.6205	-12.8152628957195	-999	LA	L	depth
LA8	-63.2899	-17.3562	-10.3723846177966	-999	LA	L	depth
LB1	-34.2303	-12.1116	-30.9656000093527	-999	LB	L	depth
LB2	-36.8326	-12.6485	-29.1622121158577	-999	LB	L	depth
LB3	-43.0408	-13.4028	-26.9892067203767	-999	LB	L	depth
LB4	-48.4516	-13.4795	-25.0807841503814	-999	LB	L	depth
LB5	-55.7368	-13.9056	-23.6056192644591	-999	LB	L	depth
LB6	-62.2059	-13.6761	-21.8715447193944	-999	LB	L	depth
LB7	-68.6221	-13.3917	-21.6066599063306	-999	LB	L	depth
LB8	-73.9726	-13.413	-21.5577594523027	-999	LB	L	depth
LC1	-29.2358	-15.4774	-23.7873630108228	-999	LC	L	depth
LC2	-32.0754	-15.2866	-24.5837307649083	-999	LC	L	depth
LC3	-37.4333	-16.714	-24.9311638071895	-999	LC	L	depth
LC4	-43.1696	-18.8896	-25.6413757009566	-999	LC	L	depth
LC5	-49.237	-18.4104	-23.8261935880605	-999	LC	L	depth
LC6	-58.6049	-18.6919	-24.3825723101792	-999	LC	L	depth
LC7	-65.297	-18.9028	-24.3611111245541	-999	LC	L	depth
LC8	-70.3967	-19.1625	-24.9571888523566	-999	LC	L	depth
LWB1	-57.1961	-52.2	-7.8652760277779	-999	LWB	L	depth
LWB2	-57.7159	-49.2926	-7.4758566533196	-999	LWB	L	depth
