name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region
1LD1	-19.3009	47.7511	21.8365583540636	-999	1LD	L	depth	-14.1913	51.1044	36.2449	Left Cerebral White Matter	rostralmiddlefrontal
1LD2	-21.8676	47.4356	28.6186433745621	-999	1LD	L	depth	-17.2322	50.8714	40.5666	Left SFG superior frontal gyrus	rostralmiddlefrontal
1LD3	-23.4523	45.5044	38.070681790611	-999	1LD	L	depth	-19.2072	50.1414	46.163	Left SFG superior frontal gyrus	rostralmiddlefrontal
1LD4	-25.5234	44.2019	44.792448165869	-999	1LD	L	depth	-22.235	49.7648	51.1635	Left SFG superior frontal gyrus	rostralmiddlefrontal
1LD5	-27.3547	43.7763	49.0919645718703	-999	1LD	L	depth	-24.7561	49.4271	55.4437	n/a	rostralmiddlefrontal
1LD6	-29.5856	43.2645	52.2914741915793	-999	1LD	L	depth	-26.7703	49.128	59.0037	n/a	rostralmiddlefrontal
1LD7	-31.8126	42.6983	55.4047494227939	-999	1LD	L	depth	-28.7845	48.829	62.5637	n/a	rostralmiddlefrontal
1LD8	-34.0753	42.2217	58.7003868476741	-999	1LD	L	depth	-30.7988	48.5301	66.1235	n/a	rostralmiddlefrontal
1LD9	-36.3312	41.9617	61.5160332693604	-999	1LD	L	depth	-32.8261	48.3748	69.0047	n/a	rostralmiddlefrontal
1LD10	-38.6348	41.3275	66.493348259859	-999	1LD	L	depth	-34.814	47.7885	73.9223	n/a	rostralmiddlefrontal
2RD1	25.4456	36.4593	27.5100779639968	-999	2RD	R	depth	33.3537	41.2667	28.137	Right MFG middle frontal gyrus	rostralmiddlefrontal
2RD2	27.4793	39.4093	32.0306946061421	-999	2RD	R	depth	35.2828	44.6982	31.6569	Right MFG middle frontal gyrus	rostralmiddlefrontal
2RD3	31.0235	42.0741	35.059509909304	-999	2RD	R	depth	38.0556	46.7224	35.5509	Right MFG middle frontal gyrus	rostralmiddlefrontal
2RD4	34.9911	45.6398	37.9334854288965	-999	2RD	R	depth	41.0376	49.8004	39.6668	n/a	rostralmiddlefrontal
2RD5	37.8649	47.3028	40.2677790765049	-999	2RD	R	depth	43.8104	51.8246	43.5608	n/a	rostralmiddlefrontal
2RD6	40.6167	50.0602	43.1607514268276	-999	2RD	R	depth	46.7923	54.9027	47.6767	n/a	rostralmiddlefrontal
4RD1	18.1845	39.042	34.1785637355239	-999	4RD	R	depth	25.179	41.3639	36.2672	Right SFG superior frontal gyrus	superiorfrontal
4RD2	21.0219	41.7376	37.9634278897237	-999	4RD	R	depth	27.1211	44.6516	40.4661	n/a	superiorfrontal
4RD3	22.6181	43.2282	40.2402508680972	-999	4RD	R	depth	27.8012	47.2389	43.847	Right SFG superior frontal gyrus	superiorfrontal
4RD4	23.4928	45.6368	43.2066160414384	-999	4RD	R	depth	28.7035	50.7363	48.1286	Right SFG superior frontal gyrus	superiorfrontal
4RD5	24.5624	46.8668	47.7918308608703	-999	4RD	R	depth	30.4626	52.6829	53.4632	n/a	superiorfrontal
4RD6	24.704	48.4053	50.2525282606486	-999	4RD	R	depth	30.9204	54.3598	55.9434	n/a	superiorfrontal
4RD7	26.1067	50.1793	51.3188170052768	-999	4RD	R	depth	32.3916	56.1144	56.9832	n/a	superiorfrontal
4RD8	26.564	52.1776	54.4376314027217	-999	4RD	R	depth	32.9671	58.1746	60.2532	n/a	superiorfrontal
4RD9	26.9843	53.7928	56.7703334944607	-999	4RD	R	depth	33.4248	59.8515	62.7334	n/a	superiorfrontal
4RD10	28.4787	55.2596	59.0563457952388	-999	4RD	R	depth	34.9223	61.3187	65.1307	n/a	superiorfrontal
6RD1	30.0514	23.4337	31.7997619662397	-999	6RD	R	depth	31.9618	25.8711	34.7844	Right MFG middle frontal gyrus	rostralmiddlefrontal
6RD2	33.2793	27.0115	36.3854528732237	-999	6RD	R	depth	33.7077	27.9612	39.44	Right MFG middle frontal gyrus	rostralmiddlefrontal
6RD3	36.4881	30.2039	39.4490501650739	-999	6RD	R	depth	36.6897	31.0393	43.556	Right SFG superior frontal gyrus	rostralmiddlefrontal
6RD4	37.0896	32.4145	44.2107375639804	-999	6RD	R	depth	38.4488	32.9857	48.8905	Right MFG middle frontal gyrus	rostralmiddlefrontal
6RD5	37.2008	34.7627	48.6937651519052	-999	6RD	R	depth	40.2734	35.8904	52.2994	n/a	rostralmiddlefrontal
6RD6	38.367	36.2291	53.6872213148537	-999	6RD	R	depth	43.2815	38.6811	57.7731	n/a	rostralmiddlefrontal
6RD7	39.5386	37.2241	55.9060162648787	-999	6RD	R	depth	44.779	40.1483	60.1704	n/a	rostralmiddlefrontal
6RD8	41.303	37.8889	59.4546783231665	-999	6RD	R	depth	46.8226	41.2234	63.8839	n/a	rostralmiddlefrontal
8RD1	19.3472	23.5789	40.0633682207256	-999	8RD	R	depth	24.2447	27.6451	45.3948	Right SFG superior frontal gyrus	superiorfrontal
8RD2	21.8044	27.1186	44.5298684225152	-999	8RD	R	depth	26.1869	30.9329	49.5936	Right SFG superior frontal gyrus	superiorfrontal
8RD3	24.0082	31.5228	48.2386971971412	-999	8RD	R	depth	29.1689	34.0111	53.7095	Right SFG superior frontal gyrus	superiorfrontal
8RD4	24.1581	35.0128	50.5163264939608	-999	8RD	R	depth	31.1894	38.1132	56.6615	Right SFG superior frontal gyrus	superiorfrontal
8RD5	27.741	37.9985	55.9616362125348	-999	8RD	R	depth	34.1714	41.1912	60.7774	n/a	superiorfrontal
8RD6	29.9997	40.4535	60.9515360786212	-999	8RD	R	depth	36.1267	44.3354	65.655	n/a	superiorfrontal
10RD1	22.3068	15.6548	38.5050449073866	-999	10RD	R	depth	28.797	18.099	42.4437	Right Cerebral White Matter	superiorfrontal
10RD2	23.0018	16.741	43.5190281944787	-999	10RD	R	depth	31.3737	18.9255	46.7946	Right SFG superior frontal gyrus	superiorfrontal
10RD3	25.4255	19.4052	47.8463767969163	-999	10RD	R	depth	32.9235	19.8179	51.9073	Right SFG superior frontal gyrus	superiorfrontal
10RD4	30.4431	23.8356	52.2743141900776	-999	10RD	R	depth	35.7095	21.6985	56.4802	Right SFG superior frontal gyrus	superiorfrontal
10RD5	34.1021	23.9023	57.1901945409339	-999	10RD	R	depth	38.2861	22.525	60.8311	n/a	superiorfrontal
10RD6	36.1056	22.7358	61.9683700961286	-999	10RD	R	depth	40.8759	23.2078	65.8609	n/a	superiorfrontal
10RD7	37.3767	22.9355	65.5228652624319	-999	10RD	R	depth	42.3995	24.3877	69.6159	n/a	superiorfrontal
10RD8	39.2427	22.1937	69.6290356314514	-999	10RD	R	depth	44.2472	24.2651	73.7864	n/a	superiorfrontal
10RD9	40.5279	22.3346	71.8501493576046	-999	10RD	R	depth	45.5354	24.6784	75.962	n/a	caudalmiddlefrontal
10RD10	42.1154	23.6297	75.8476918988506	-999	10RD	R	depth	47.1638	26.3852	79.8278	n/a	caudalmiddlefrontal
12RD1	36.6962	17.1419	26.8930317917971	-999	12RD	R	depth	38.7374	17.6778	28.495	Right OpIFG opercular part of the inferior frontal gyrus	parsopercularis
12RD2	37.9468	20.6336	29.8648227857589	-999	12RD	R	depth	41.1471	21.4355	29.937	Right OpIFG opercular part of the inferior frontal gyrus	rostralmiddlefrontal
12RD3	39.7892	24.7408	33.4281868427575	-999	12RD	R	depth	43.2592	26.2083	32.3212	Right Cerebral White Matter	rostralmiddlefrontal
12RD4	41.4315	29.2977	34.4740532619602	-999	12RD	R	depth	45.3582	31.1247	34.0265	Right Cerebral White Matter	rostralmiddlefrontal
12RD5	43.111	34.9329	32.4402791838388	-999	12RD	R	depth	47.5487	36.7118	35.1639	Right MFG middle frontal gyrus	rostralmiddlefrontal
12RD6	45.3631	39.1987	33.8984171550395	-999	12RD	R	depth	49.6607	41.4846	37.5481	n/a	rostralmiddlefrontal
12RD7	46.1273	42.9285	34.413337381189	-999	12RD	R	depth	51.7467	46.5447	38.5745	n/a	rostralmiddlefrontal
12RD8	47.5056	45.9586	36.0880892258389	-999	12RD	R	depth	53.6496	50.2635	40.7369	n/a	rostralmiddlefrontal
12RD9	48.0779	49.7303	36.5757159790652	-999	12RD	R	depth	54.4864	54.4794	41.6243	n/a	rostralmiddlefrontal
12RD10	50.0101	53.8552	37.5792959935801	-999	12RD	R	depth	56.4808	58.8688	43.2186	n/a	rostralmiddlefrontal
14RD1	34.3999	-2.84789	43.1634106968014	-999	14RD	R	depth	38.0424	-5.31356	43.4123	Right PrG precentral gyrus	precentral
14RD2	32.8917	-2.81623	48.7078768863883	-999	14RD	R	depth	37.5126	-4.00164	48.6908	Right MFG middle frontal gyrus	caudalmiddlefrontal
14RD3	31.1914	-2.83915	54.3479811219245	-999	14RD	R	depth	38.0358	-3.04313	54.5652	Right MFG middle frontal gyrus	caudalmiddlefrontal
14RD4	32.2318	-0.918232	57.6926369667246	-999	14RD	R	depth	38.5328	-1.7972	59.082	Right MFG middle frontal gyrus	caudalmiddlefrontal
14RD5	34.5275	1.05212	61.419216613031	-999	14RD	R	depth	37.7054	0.529821	65.3025	Right MFG middle frontal gyrus	caudalmiddlefrontal
14RD6	35.1513	0.0813153	66.7842225309012	-999	14RD	R	depth	37.1756	1.84175	70.581	n/a	precentral
14RD7	34.5018	0.193744	73.3641546867261	-999	14RD	R	depth	36.659	3.01002	76.5384	n/a	precentral
14RD8	34.6417	2.42164	76.6766233945702	-999	14RD	R	depth	37.2344	5.07026	79.8083	n/a	superiorfrontal
14RD9	33.6883	3.11017	79.8707507054663	-999	14RD	R	depth	36.4562	5.75928	82.8284	n/a	superiorfrontal
14RD10	33.8278	4.49346	84.5332339698532	-999	14RD	R	depth	36.9531	7.00509	87.3451	n/a	superiorfrontal
16RD1	52.0754	-46.0532	24.0706622170252	-999	16RD	R	depth	52.6121	-42.7644	31.8977	Right Cerebral White Matter	inferiorparietal
16RD2	51.5616	-43.018	32.7312801219512	-999	16RD	R	depth	53.1353	-41.8058	37.7721	Right Cerebral White Matter	supramarginal
16RD3	53.2546	-39.717	39.8535262476081	-999	16RD	R	depth	54.8028	-40.5299	43.6746	Right Cerebral White Matter	supramarginal
16RD4	53.8738	-37.1822	42.7468246755535	-999	16RD	R	depth	55.2998	-39.2841	48.1912	Right SMG supramarginal gyrus	supramarginal
16RD5	54.7048	-35.9081	47.380832643125	-999	16RD	R	depth	57.072	-37.4813	54.2047	Right SMG supramarginal gyrus	supramarginal
16RD6	55.3581	-36.1141	51.3974193344439	-999	16RD	R	depth	57.569	-36.2354	58.7215	Right SMG supramarginal gyrus	supramarginal
16RD7	56.933	-35.8947	59.9831522843354	-999	16RD	R	depth	59.1582	-35.7738	65.8706	n/a	supramarginal
16RD8	57.4875	-34.5012	65.8828751215191	-999	16RD	R	depth	59.6552	-34.5279	70.3873	n/a	supramarginal
16RD9	57.8183	-34.0873	72.0767951748944	-999	16RD	R	depth	59.9561	-34.4797	75.3611	n/a	supramarginal
16RD10	58.9833	-33.4734	74.7834586937544	-999	16RD	R	depth	61.2445	-34.0664	77.5364	n/a	supramarginal
20RD1	26.8796	43.826	11.49293529538	-999	20RD	R	depth	34.7462	47.236	14.4643	Right Cerebral White Matter	rostralmiddlefrontal
20RD2	29.8255	47.0795	15.0026138023521	-999	20RD	R	depth	36.6621	50.8111	17.3054	Right MFG middle frontal gyrus	rostralmiddlefrontal
20RD3	32.6066	50.8245	19.9606926137109	-999	20RD	R	depth	37.7736	55.3626	21.8089	Right MFG middle frontal gyrus	rostralmiddlefrontal
20RD4	33.8982	53.8092	22.4775891886343	-999	20RD	R	depth	38.6498	59.1474	24.7329	Right MFG middle frontal gyrus	rostralmiddlefrontal
20RD5	35.3389	57.5269	25.2293992280518	-999	20RD	R	depth	40.6966	62.9622	29.0425	n/a	rostralmiddlefrontal
20RD6	35.602	61.317	26.8220441305177	-999	20RD	R	depth	41.5728	66.7471	31.9665	n/a	rostralmiddlefrontal
20RD7	35.9938	63.9649	28.7776923864642	-999	20RD	R	depth	42.2395	69.4779	34.6687	n/a	rostralmiddlefrontal
20RD8	36.5182	66.7193	30.214155545575	-999	20RD	R	depth	42.8934	72.3524	36.6921	n/a	rostralmiddlefrontal
20RD9	37.0469	69.222	32.4745142784455	-999	20RD	R	depth	43.5604	75.0834	39.3941	n/a	rostralmiddlefrontal
20RD10	38.636	71.5107	34.763189662492	-999	20RD	R	depth	45.2672	77.6045	42.0134	n/a	rostralmiddlefrontal
22RD1	5.09552	39.1261	33.8141130753275	-999	22RD	R	depth	10.618	41.5596	36.8316	Right MSFG superior frontal gyrus medial segment	superiorfrontal
22RD2	4.15851	39.7324	37.4190723091751	-999	22RD	R	depth	11.2197	43.3326	41.4593	Right MSFG superior frontal gyrus medial segment	superiorfrontal
22RD3	5.40895	41.4911	40.7728987705065	-999	22RD	R	depth	12.9788	45.2791	46.7939	Right MSFG superior frontal gyrus medial segment	superiorfrontal
22RD4	7.94922	42.0063	46.0718777134265	-999	22RD	R	depth	13.4758	46.525	51.3106	Right Cerebral White Matter	superiorfrontal
22RD5	9.07503	42.9727	53.4026057910829	-999	22RD	R	depth	14.2082	48.5376	57.4069	Right SFG superior frontal gyrus	superiorfrontal
22RD6	9.16907	43.7421	56.9541206899873	-999	22RD	R	depth	14.7052	49.7835	61.9236	n/a	superiorfrontal
22RD7	10.4659	44.9508	60.4054767041202	-999	22RD	R	depth	16.229	50.9632	65.6787	n/a	superiorfrontal
22RD8	10.8849	46.3013	63.8672176972069	-999	22RD	R	depth	16.7128	52.3528	69.5165	n/a	superiorfrontal
22RD9	11.1962	46.7022	67.3842061128535	-999	22RD	R	depth	16.9875	52.6885	73.1326	n/a	superiorfrontal
22RD10	12.7378	47.992	71.1894557002763	-999	22RD	R	depth	18.5111	53.8684	76.8876	n/a	superiorfrontal
24RD1	10.0925	42.6104	14.187135454129	-999	24RD	R	depth	15.2939	42.9054	19.9034	Right ACgG anterior cingulate gyrus	rostralanteriorcingulate
24RD2	11.5648	43.1912	22.801529762508	-999	24RD	R	depth	17.1837	45.0915	26.7065	Right MSFG superior frontal gyrus medial segment	superiorfrontal
24RD3	12.568	42.6387	33.5412940491953	-999	24RD	R	depth	18.7991	45.2657	35.2133	Right Cerebral White Matter	superiorfrontal
24RD4	14.9605	43.0957	39.1163764837585	-999	24RD	R	depth	20.5713	47.0686	41.2268	Right SFG superior frontal gyrus	superiorfrontal
24RD5	16.124	42.8118	45.8779260310458	-999	24RD	R	depth	22.3829	48.4404	49.2766	Right SFG superior frontal gyrus	superiorfrontal
24RD6	18.0953	43.6851	51.1423709565272	-999	24RD	R	depth	24.688	49.9947	55.9273	n/a	superiorfrontal
24RD7	19.602	44.2587	55.9070183103586	-999	24RD	R	depth	26.0288	49.8334	60.8181	n/a	superiorfrontal
24RD8	21.4615	46.4157	60.2524854608616	-999	24RD	R	depth	27.7748	51.9235	65.4739	n/a	superiorfrontal
24RD9	22.8562	46.6848	63.7404546997563	-999	24RD	R	depth	29.0895	52.0495	69.0071	n/a	superiorfrontal
24RD10	23.7656	49.3434	68.3866002706483	-999	24RD	R	depth	29.9002	54.8763	73.8566	n/a	superiorfrontal
