name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
RTP1	SEEG	V	n/a	n/a	RTP	1000	depth	n/a
RTP2	SEEG	V	n/a	n/a	RTP	1000	depth	n/a
RTP3	SEEG	V	n/a	n/a	RTP	1000	depth	n/a
RTP4	SEEG	V	n/a	n/a	RTP	1000	depth	n/a
RTP5	SEEG	V	n/a	n/a	RTP	1000	depth	n/a
RTP6	SEEG	V	n/a	n/a	RTP	1000	depth	n/a
RTP7	SEEG	V	n/a	n/a	RTP	1000	depth	n/a
RTP8	SEEG	V	n/a	n/a	RTP	1000	depth	n/a
RTP9	SEEG	V	n/a	n/a	RTP	1000	depth	n/a
RTP10	SEEG	V	n/a	n/a	RTP	1000	depth	n/a
ROF1	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF2	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF3	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF4	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF5	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF6	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF7	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF8	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF9	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF10	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF11	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF12	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF13	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF14	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
ROF15	SEEG	V	n/a	n/a	ROF	1000	depth	n/a
RAMY1	SEEG	V	n/a	n/a	RAMY	1000	depth	n/a
RAMY2	SEEG	V	n/a	n/a	RAMY	1000	depth	n/a
RAMY3	SEEG	V	n/a	n/a	RAMY	1000	depth	n/a
RAMY4	SEEG	V	n/a	n/a	RAMY	1000	depth	n/a
RAMY5	SEEG	V	n/a	n/a	RAMY	1000	depth	n/a
RAMY6	SEEG	V	n/a	n/a	RAMY	1000	depth	n/a
RAMY7	SEEG	V	n/a	n/a	RAMY	1000	depth	n/a
RAMY8	SEEG	V	n/a	n/a	RAMY	1000	depth	n/a
RAMY9	SEEG	V	n/a	n/a	RAMY	1000	depth	n/a
RAMY10	SEEG	V	n/a	n/a	RAMY	1000	depth	n/a
RAH1	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH2	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH3	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH4	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH5	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH6	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH7	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH8	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH9	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH10	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH11	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RAH12	SEEG	V	n/a	n/a	RAH	1000	depth	n/a
RPH1	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH2	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH3	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH4	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH5	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH6	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH7	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH8	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH9	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH10	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH11	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RPH12	SEEG	V	n/a	n/a	RPH	1000	depth	n/a
RAI1	SEEG	V	n/a	n/a	RAI	1000	depth	n/a
RAI2	SEEG	V	n/a	n/a	RAI	1000	depth	n/a
RAI3	SEEG	V	n/a	n/a	RAI	1000	depth	n/a
RAI4	SEEG	V	n/a	n/a	RAI	1000	depth	n/a
RAI5	SEEG	V	n/a	n/a	RAI	1000	depth	n/a
RAI6	SEEG	V	n/a	n/a	RAI	1000	depth	n/a
RAI7	SEEG	V	n/a	n/a	RAI	1000	depth	n/a
