name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
LM1	-28.7853	4.42768	-25.1795746737658	-999	LM	L	depth	-27.3576	-4.82114	-17.6548	Left Ent entorhinal area	n/a	n/a	n/a
LM2	-35.6787	5.68448	-24.0168023970331	-999	LM	L	depth	-33.0459	-2.65288	-16.7119	Left Cerebral White Matter	n/a	n/a	n/a
LM3	-40.4501	7.39252	-24.6225228834516	-999	LM	L	depth	-37.5967	-1.0645	-16.9617	Left Cerebral White Matter	superiortemporal	n/a	n/a
LM4	-44.4173	9.50803	-23.6950621507428	-999	LM	L	depth	-42.1475	0.523901	-17.2115	Left Cerebral White Matter	superiortemporal	n/a	n/a
LM5	-49.8324	11.7468	-22.5514701216341	-999	LM	L	depth	-47.7563	1.99227	-17.4379	Left Cerebral White Matter	superiortemporal	n/a	n/a
LM6	-54.5641	13.8751	-22.6910514629086	-999	LM	L	depth	-52.307	3.58069	-17.6876	Left TMP temporal pole	superiortemporal	n/a	n/a
LM7	-60.5902	15.3757	-24.255511066803	-999	LM	L	depth	-57.9158	5.04907	-17.914	n/a	superiortemporal	n/a	n/a
LM8	-65.1202	16.018	-24.2097171022914	-999	LM	L	depth	-62.4135	6.4146	-17.2698	n/a	superiortemporal	n/a	n/a
LM9	-70.5964	17.082	-25.0134071794132	-999	LM	L	depth	-68.0221	7.88299	-17.4961	n/a	superiortemporal	n/a	n/a
LM10	-74.4776	18.6	-25.560933018799	-999	LM	L	depth	-72.044	9.53135	-17.7577	n/a	superiortemporal	n/a	n/a
LM11	-78.7923	19.8125	-24.926149134124	-999	LM	L	depth	-76.5416	10.897	-17.1134	n/a	middletemporal	n/a	n/a
LM12	-83.1119	21.434	-25.3428351435858	-999	LM	L	depth	-81.0923	12.4852	-17.3631	n/a	middletemporal	n/a	n/a
LA1	-31.9845	-8.17132	-20.7669333667869	-999	LA	L	depth	-28.911	-15.2681	-12.9096	Left Hippocampus	n/a	DG	Left CA1
LA2	-39.2603	-10.2425	-22.8300990288416	-999	LA	L	depth	-34.201	-15.8679	-12.7924	Left Inf Lat Vent	n/a	n/a	n/a
LA3	-43.2715	-13.8319	-24.1468811558849	-999	LA	L	depth	-39.3582	-17.3904	-12.9506	Left ITG inferior temporal gyrus	inferiortemporal	BA36	n/a
LA4	-47.5585	-14.8233	-22.6789617516266	-999	LA	L	depth	-44.6482	-17.9902	-12.8335	Left Cerebral White Matter	inferiortemporal	n/a	n/a
LA5	-54.0454	-16.3368	-20.6627683312529	-999	LA	L	depth	-49.8055	-19.5128	-12.9915	Left Cerebral White Matter	middletemporal	n/a	n/a
LA6	-61.3795	-16.8208	-19.6221339130288	-999	LA	L	depth	-55.0956	-20.1126	-12.8743	Left Cerebral White Matter	inferiortemporal	n/a	n/a
LA7	-65.9256	-17.4352	-21.6960536818603	-999	LA	L	depth	-60.2528	-21.6352	-13.0325	Left Cerebral White Matter	middletemporal	n/a	n/a
LA8	-69.7707	-17.218	-21.8305625976997	-999	LA	L	depth	-65.0138	-22.175	-12.927	Left MTG middle temporal gyrus	middletemporal	n/a	Left Middle Temporal Gyrus
LB1	-40.919	-28.9166	-16.0074746627128	-999	LB	L	depth	-36.9937	-32.0595	-5.80049	Left FuG fusiform gyrus	n/a	n/a	n/a
LB2	-44.7037	-31.5148	-19.171779228941	-999	LB	L	depth	-40.8807	-35.0846	-7.42656	Left ITG inferior temporal gyrus	fusiform	n/a	n/a
LB3	-48.5292	-34.366	-21.0422623178057	-999	LB	L	depth	-44.7143	-38.3326	-8.15873	Left ITG inferior temporal gyrus	fusiform	n/a	n/a
LB4	-51.2662	-37.114	-22.1765638991018	-999	LB	L	depth	-48.6808	-40.6579	-8.61544	Left Cerebral White Matter	inferiortemporal	n/a	n/a
LB5	-54.302	-39.4761	-24.2842193563959	-999	LB	L	depth	-52.5677	-43.6829	-10.2415	Left Cerebral White Matter	inferiortemporal	n/a	n/a
LB6	-57.9327	-41.7602	-24.7427775451097	-999	LB	L	depth	-56.4014	-46.931	-10.9737	Left ITG inferior temporal gyrus	inferiortemporal	n/a	n/a
LB7	-63.6919	-43.9049	-23.4994901253835	-999	LB	L	depth	-60.8969	-49.3162	-11.4186	Left ITG inferior temporal gyrus	inferiortemporal	n/a	n/a
