name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LAD1-LAD2	SEEG	V	n/a	n/a	bipolar	LAD	1000	depth	n/a
LAD2-LAD3	SEEG	V	n/a	n/a	bipolar	LAD	1000	depth	n/a
LAD3-LAD4	SEEG	V	n/a	n/a	bipolar	LAD	1000	depth	n/a
LAD4-LAD5	SEEG	V	n/a	n/a	bipolar	LAD	1000	depth	n/a
LAD5-LAD6	SEEG	V	n/a	n/a	bipolar	LAD	1000	depth	n/a
LAD6-LAD7	SEEG	V	n/a	n/a	bipolar	LAD	1000	depth	n/a
LAD7-LAD8	SEEG	V	n/a	n/a	bipolar	LAD	1000	depth	n/a
LAD8-LAD9	SEEG	V	n/a	n/a	bipolar	LAD	1000	depth	n/a
LAD9-LAD10	SEEG	V	n/a	n/a	bipolar	LAD	1000	depth	n/a
LAD10-LAD1	SEEG	V	n/a	n/a	bipolar	LAD	1000	depth	n/a
LAHCD1-LAHCD2	SEEG	V	n/a	n/a	bipolar	LAHCD	1000	depth	n/a
LAHCD2-LAHCD3	SEEG	V	n/a	n/a	bipolar	LAHCD	1000	depth	n/a
LAHCD3-LAHCD4	SEEG	V	n/a	n/a	bipolar	LAHCD	1000	depth	n/a
LAHCD4-LAHCD5	SEEG	V	n/a	n/a	bipolar	LAHCD	1000	depth	n/a
LAHCD5-LAHCD6	SEEG	V	n/a	n/a	bipolar	LAHCD	1000	depth	n/a
LAHCD6-LAHCD7	SEEG	V	n/a	n/a	bipolar	LAHCD	1000	depth	n/a
LAHCD7-LAHCD8	SEEG	V	n/a	n/a	bipolar	LAHCD	1000	depth	n/a
LAHCD8-LAHCD9	SEEG	V	n/a	n/a	bipolar	LAHCD	1000	depth	n/a
LAHCD9-LAHCD10	SEEG	V	n/a	n/a	bipolar	LAHCD	1000	depth	n/a
LAHCD10-LAHCD1	SEEG	V	n/a	n/a	bipolar	LAHCD	1000	depth	n/a
LPHCD1-LPHCD2	SEEG	V	n/a	n/a	bipolar	LPHCD	1000	depth	n/a
LPHCD2-LPHCD3	SEEG	V	n/a	n/a	bipolar	LPHCD	1000	depth	n/a
LPHCD3-LPHCD4	SEEG	V	n/a	n/a	bipolar	LPHCD	1000	depth	n/a
LPHCD4-LPHCD5	SEEG	V	n/a	n/a	bipolar	LPHCD	1000	depth	n/a
LPHCD5-LPHCD6	SEEG	V	n/a	n/a	bipolar	LPHCD	1000	depth	n/a
LPHCD6-LPHCD7	SEEG	V	n/a	n/a	bipolar	LPHCD	1000	depth	n/a
LPHCD7-LPHCD8	SEEG	V	n/a	n/a	bipolar	LPHCD	1000	depth	n/a
LPHCD8-LPHCD9	SEEG	V	n/a	n/a	bipolar	LPHCD	1000	depth	n/a
LPHCD9-LPHCD10	SEEG	V	n/a	n/a	bipolar	LPHCD	1000	depth	n/a
LPHCD10-LPHCD1	SEEG	V	n/a	n/a	bipolar	LPHCD	1000	depth	n/a
LOFCD1-LOFCD2	SEEG	V	n/a	n/a	bipolar	LOFCD	1000	depth	n/a
LOFCD3-LOFCD4	SEEG	V	n/a	n/a	bipolar	LOFCD	1000	depth	n/a
LOFCD4-LOFCD5	SEEG	V	n/a	n/a	bipolar	LOFCD	1000	depth	n/a
LOFCD5-LOFCD6	SEEG	V	n/a	n/a	bipolar	LOFCD	1000	depth	n/a
LOFCD6-LOFCD7	SEEG	V	n/a	n/a	bipolar	LOFCD	1000	depth	n/a
LOFCD7-LOFCD8	SEEG	V	n/a	n/a	bipolar	LOFCD	1000	depth	n/a
LOFCD8-LOFCD9	SEEG	V	n/a	n/a	bipolar	LOFCD	1000	depth	n/a
LOFCD9-LOFCD10	SEEG	V	n/a	n/a	bipolar	LOFCD	1000	depth	n/a
LOFCD10-LOFCD3	SEEG	V	n/a	n/a	bipolar	LOFCD	1000	depth	n/a
LID1-LID2	SEEG	V	n/a	n/a	bipolar	LID	1000	depth	n/a
LID2-LID3	SEEG	V	n/a	n/a	bipolar	LID	1000	depth	n/a
LID3-LID4	SEEG	V	n/a	n/a	bipolar	LID	1000	depth	n/a
LID4-LID5	SEEG	V	n/a	n/a	bipolar	LID	1000	depth	n/a
LID5-LID6	SEEG	V	n/a	n/a	bipolar	LID	1000	depth	n/a
LID6-LID7	SEEG	V	n/a	n/a	bipolar	LID	1000	depth	n/a
LID7-LID8	SEEG	V	n/a	n/a	bipolar	LID	1000	depth	n/a
LID8-LID9	SEEG	V	n/a	n/a	bipolar	LID	1000	depth	n/a
LID9-LID10	SEEG	V	n/a	n/a	bipolar	LID	1000	depth	n/a
LID10-LID1	SEEG	V	n/a	n/a	bipolar	LID	1000	depth	n/a
LTPJD1-LTPJD2	SEEG	V	n/a	n/a	bipolar	LTPJD	1000	depth	n/a
LTPJD2-LTPJD3	SEEG	V	n/a	n/a	bipolar	LTPJD	1000	depth	n/a
LTPJD3-LTPJD4	SEEG	V	n/a	n/a	bipolar	LTPJD	1000	depth	n/a
LTPJD4-LTPJD5	SEEG	V	n/a	n/a	bipolar	LTPJD	1000	depth	n/a
LTPJD5-LTPJD6	SEEG	V	n/a	n/a	bipolar	LTPJD	1000	depth	n/a
LTPJD6-LTPJD7	SEEG	V	n/a	n/a	bipolar	LTPJD	1000	depth	n/a
LTPJD7-LTPJD8	SEEG	V	n/a	n/a	bipolar	LTPJD	1000	depth	n/a
LTPJD8-LTPJD9	SEEG	V	n/a	n/a	bipolar	LTPJD	1000	depth	n/a
LTPJD9-LTPJD10	SEEG	V	n/a	n/a	bipolar	LTPJD	1000	depth	n/a
