name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
1LD1	-12.4427	-4.71105	-31.7794717789057	-999	1LD	L	depth	-10.2366	-11.3213	-28.868	n/a	entorhinal	n/a	n/a
1LD2	-13.9437	-3.58316	-27.3937617287753	-999	1LD	L	depth	-11.5515	-9.16072	-24.9494	n/a	n/a	n/a	n/a
1LD3	-15.774	-3.51886	-21.928680615223	-999	1LD	L	depth	-13.0095	-8.35538	-20.2324	Left PHG parahippocampal gyrus	n/a	n/a	Left Sub
1LD4	-17.9955	-2.24799	-16.1321715118246	-999	1LD	L	depth	-15.5819	-6.69169	-14.6479	Left Amygdala	n/a	n/a	Left Amy
1LD5	-18.9302	-0.742718	-11.2509398175628	-999	1LD	L	depth	-16.9577	-4.70716	-10.1484	Left Cerebral White Matter	n/a	n/a	n/a
1LD6	-18.961	-0.681061	-6.7072774338432	-999	1LD	L	depth	-17.2799	-3.75712	-5.93535	Left Pallidum	n/a	n/a	n/a
1LD7	-19.481	0.110981	-1.0588746516346	-999	1LD	L	depth	-18.7164	-1.94867	-0.854863	Left Pallidum	n/a	n/a	n/a
1LD8	-19.8688	0.120595	4.85836888454516	-999	1LD	L	depth	-20.2246	-0.796018	5.06044	Left Pallidum	n/a	n/a	n/a
1LD9	-20.0664	1.87872	9.31062379480362	-999	1LD	L	depth	-20.4646	1.35281	9.44577	Left Cerebral White Matter	insula	n/a	n/a
1LD10	-20.9673	2.53684	13.4466992501873	-999	1LD	L	depth	-20.7867	2.32308	14.0635	Left Cerebral White Matter	insula	n/a	n/a
3LD1	-13.2792	-3.1866	-17.2128262492616	-999	3LD	L	depth	-10.1068	-7.49922	-15.7882	Left Amygdala	n/a	n/a	Left Amy
3LD2	-17.9794	-4.16794	-17.1689633490827	-999	3LD	L	depth	-15.6247	-8.69811	-15.3751	Left Hippocampus	n/a	n/a	Left Amy
3LD3	-22.561	-5.25032	-18.4874951510117	-999	3LD	L	depth	-21.0816	-9.72098	-15.5432	Left Hippocampus	n/a	n/a	Left CA1
3LD4	-28.5641	-6.68535	-20.3452238891201	-999	3LD	L	depth	-26.6208	-11.9231	-15.4937	Left Hippocampus	n/a	n/a	Left DG
3LD5	-35.0981	-7.77285	-23.4856198617171	-999	3LD	L	depth	-31.0028	-12.9772	-15.5847	Left Inf Lat Vent	n/a	n/a	n/a
3LD6	-40.7249	-9.60709	-20.1722899814634	-999	3LD	L	depth	-37.1797	-14.5126	-14.0482	Left Cerebral White Matter	n/a	n/a	n/a
3LD7	-43.2861	-12.55	-21.0874118040859	-999	3LD	L	depth	-41.5832	-16.5699	-14.5027	Left Cerebral White Matter	fusiform	n/a	n/a
