name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
FOI1-FOI2	SEEG	V	n/a	n/a	bipolar	FOI	500	depth	n/a
FOI2-FOI3	SEEG	V	n/a	n/a	bipolar	FOI	500	depth	n/a
FOI3-FOI4	SEEG	V	n/a	n/a	bipolar	FOI	500	depth	n/a
FOI4-FOI5	SEEG	V	n/a	n/a	bipolar	FOI	500	depth	n/a
FOI5-FOI6	SEEG	V	n/a	n/a	bipolar	FOI	500	depth	n/a
FOI6-FOI7	SEEG	V	n/a	n/a	bipolar	FOI	500	depth	n/a
FOI7-FOI8	SEEG	V	n/a	n/a	bipolar	FOI	500	depth	n/a
OFC1-OFC2	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC2-OFC3	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC3-OFC4	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC4-OFC5	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC5-OFC6	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC6-OFC7	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC7-OFC8	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC8-OFC9	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC9-OFC10	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC10-OFC11	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC11-OFC12	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC12-OFC13	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
OFC13-OFC14	SEEG	V	n/a	n/a	bipolar	OFC	500	depth	n/a
TPS1-TPS2	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPS2-TPS3	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPS3-TPS4	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPS4-TPS5	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPS5-TPS6	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPS6-TPS7	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPS7-TPS8	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPS8-TPS9	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPS9-TPS10	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPS10-TPS11	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPS11-TPS12	SEEG	V	n/a	n/a	bipolar	TPS	500	depth	n/a
TPI1-TPI2	SEEG	V	n/a	n/a	bipolar	TPI	500	depth	n/a
TPI2-TPI3	SEEG	V	n/a	n/a	bipolar	TPI	500	depth	n/a
TPI3-TPI4	SEEG	V	n/a	n/a	bipolar	TPI	500	depth	n/a
