name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
OF1-OF2	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF2-OF3	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF3-OF4	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF4-OF5	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF5-OF7	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF7-OF8	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF8-OF9	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF9-OF10	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF10-OF11	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF11-OF12	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
OF12-OF13	SEEG	V	n/a	n/a	bipolar	OF	500	depth	n/a
AC1-AC2	SEEG	V	n/a	n/a	bipolar	AC	500	depth	n/a
AC2-AC3	SEEG	V	n/a	n/a	bipolar	AC	500	depth	n/a
AC3-AC4	SEEG	V	n/a	n/a	bipolar	AC	500	depth	n/a
AC4-AC5	SEEG	V	n/a	n/a	bipolar	AC	500	depth	n/a
AC5-AC6	SEEG	V	n/a	n/a	bipolar	AC	500	depth	n/a
AC6-AC7	SEEG	V	n/a	n/a	bipolar	AC	500	depth	n/a
AC7-AC8	SEEG	V	n/a	n/a	bipolar	AC	500	depth	n/a
A1-A2	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A2-A3	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A3-A4	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A4-A5	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A5-A6	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A6-A7	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A7-A8	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A8-A9	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A9-A10	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A10-A11	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A11-A12	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
A12-A13	SEEG	V	n/a	n/a	bipolar	A	500	depth	n/a
HH1-HH2	SEEG	V	n/a	n/a	bipolar	HH	500	depth	n/a
HH2-HH3	SEEG	V	n/a	n/a	bipolar	HH	500	depth	n/a
HH3-HH4	SEEG	V	n/a	n/a	bipolar	HH	500	depth	n/a
HH4-HH5	SEEG	V	n/a	n/a	bipolar	HH	500	depth	n/a
HH5-HH6	SEEG	V	n/a	n/a	bipolar	HH	500	depth	n/a
HH6-HH7	SEEG	V	n/a	n/a	bipolar	HH	500	depth	n/a
HH7-HH8	SEEG	V	n/a	n/a	bipolar	HH	500	depth	n/a
MT1-MT2	SEEG	V	n/a	n/a	bipolar	MT	500	depth	n/a
