name	x	y	z	size	group	hemisphere	type	ind.region	stein.region
3Ld1	-20.7921	-6.4988	-19.6182955599456	-999	3Ld	L	depth	insula	Left CA1
3Ld3	-31.2635	-7.14079	-20.7275812906433	-999	3Ld	L	depth	insula	Left CA1
3Ld5	-43.9979	-9.5389	-20.9948389195194	-999	3Ld	L	depth	insula	n/a
3Ld7	-55.9972	-15.0621	-18.9416626068167	-999	3Ld	L	depth	middletemporal	n/a
3Ld9	-64.3776	-14.8205	-16.8140681491649	-999	3Ld	L	depth	middletemporal	n/a
5Ld1	-27.9075	-17.5557	-14.0285873654848	-999	5Ld	L	depth	insula	Left CA1
5Ld3	-40.0328	-19.8207	-16.7532762463956	-999	5Ld	L	depth	insula	n/a
5Ld5	-51.8778	-22.9114	-14.6226874203656	-999	5Ld	L	depth	middletemporal	n/a
5Ld7	-62.9312	-25.9555	-14.2992588053267	-999	5Ld	L	depth	middletemporal	n/a
5Ld9	-71.3961	-25.023	-15.4325761413448	-999	5Ld	L	depth	middletemporal	Left Middle Temporal Gyrus
2Rd1	20.3132	-2.14912	-25.1862876485685	-999	2Rd	R	depth	insula	Right Amy
2Rd2	24.2733	-2.31051	-26.235416447074	-999	2Rd	R	depth	insula	n/a
2Rd3	28.2648	-2.64276	-25.8951977193638	-999	2Rd	R	depth	insula	n/a
2Rd4	32.6392	-2.28118	-27.6438380833101	-999	2Rd	R	depth	insula	n/a
2Rd5	38.3184	-0.558648	-28.5412048958103	-999	2Rd	R	depth	insula	n/a
2Rd6	45.0246	1.61357	-30.4883993991074	-999	2Rd	R	depth	middletemporal	Right Middle Temporal Gyrus
2Rd7	50.5224	1.82325	-32.8768397745946	-999	2Rd	R	depth	inferiortemporal	Right Middle Temporal Gyrus
2Rd8	55.6695	2.63469	-32.7706743732246	-999	2Rd	R	depth	middletemporal	Right Middle Temporal Gyrus
2Rd9	59.7229	3.35753	-33.7201829005065	-999	2Rd	R	depth	middletemporal	Right Middle Temporal Gyrus
2Rd10	62.9814	3.33518	-34.5229068568141	-999	2Rd	R	depth	middletemporal	n/a
4Rd1	25.7624	-4.3398	-24.075662365413	-999	4Rd	R	depth	insula	n/a
4Rd3	34.2654	-6.7535	-21.7203369546053	-999	4Rd	R	depth	insula	n/a
4Rd5	46.9076	-3.61869	-17.9361593174846	-999	4Rd	R	depth	superiortemporal	n/a
4Rd7	58.1282	-3.36965	-16.7526684440526	-999	4Rd	R	depth	superiortemporal	n/a
4Rd9	68.1152	-2.69447	-16.5595237235242	-999	4Rd	R	depth	superiortemporal	n/a
6Rd1	20.7642	-16.7179	-22.395854721707	-999	6Rd	R	depth	insula	Right MTL WM
6Rd3	29.7331	-19.3101	-22.2908146245155	-999	6Rd	R	depth	parahippocampal	Right MTL WM
6Rd5	39.151	-19.6785	-20.5502898852232	-999	6Rd	R	depth	fusiform	Right PRC
6Rd7	47.3275	-18.6473	-15.8474332910574	-999	6Rd	R	depth	middletemporal	n/a
6Rd9	55.3458	-19.719	-14.890639176102	-999	6Rd	R	depth	inferiortemporal	n/a
8Rd1	20.1986	-24.5643	-19.4114692561189	-999	8Rd	R	depth	parahippocampal	Right PHC
8Rd3	28.5077	-29.753	-16.674918740943	-999	8Rd	R	depth	parahippocampal	Right PHC
8Rd5	38.0329	-35.0748	-12.2946306470769	-999	8Rd	R	depth	insula	n/a
8Rd7	45.0654	-40.5865	-10.9528520044955	-999	8Rd	R	depth	inferiortemporal	n/a
8Rd9	55.2577	-41.605	-5.9548648504625	-999	8Rd	R	depth	inferiortemporal	n/a
10Rd1	24.7562	4.55445	-44.6788282170874	-999	10Rd	R	depth	fusiform	n/a
10Rd2	31.0738	3.69456	-41.483990993993	-999	10Rd	R	depth	fusiform	n/a
10Rd3	36.7267	3.6491	-37.8866077937875	-999	10Rd	R	depth	inferiortemporal	n/a
10Rd4	39.4779	-0.267403	-35.3938409332671	-999	10Rd	R	depth	fusiform	n/a
10Rd5	43.0484	-3.3534	-34.2506632549651	-999	10Rd	R	depth	inferiortemporal	n/a
10Rd6	48.1568	-4.82114	-31.7782966758193	-999	10Rd	R	depth	inferiortemporal	n/a
10Rd7	54.0826	-6.94504	-28.1795614939802	-999	10Rd	R	depth	middletemporal	Right Middle Temporal Gyrus
10Rd8	60.0438	-9.00146	-27.2164409270331	-999	10Rd	R	depth	middletemporal	Right Middle Temporal Gyrus
10Rd9	65.4791	-10.2975	-26.522622131319	-999	10Rd	R	depth	middletemporal	Right Middle Temporal Gyrus
10Rd10	68.94	-11.9675	-23.7756406955967	-999	10Rd	R	depth	superiortemporal	n/a
12Rd1	8.58331	54.6277	-22.5424426970012	-999	12Rd	R	depth	lateralorbitofrontal	n/a
12Rd2	14.014	52.8364	-21.3076262873304	-999	12Rd	R	depth	lateralorbitofrontal	n/a
12Rd3	19.6402	50.6415	-20.2100850818288	-999	12Rd	R	depth	lateralorbitofrontal	n/a
12Rd4	25.4753	49.5755	-17.7650382976948	-999	12Rd	R	depth	lateralorbitofrontal	n/a
12Rd5	30.6026	47.6737	-14.7135732476175	-999	12Rd	R	depth	lateralorbitofrontal	n/a
12Rd6	34.7825	46.2174	-11.9072006513228	-999	12Rd	R	depth	rostralmiddlefrontal	n/a
12Rd7	38.9702	44.8917	-9.13254235405862	-999	12Rd	R	depth	rostralmiddlefrontal	n/a
12Rd8	44.0367	43.6723	-6.9641655327294	-999	12Rd	R	depth	parsorbitalis	n/a
12Rd9	49.4986	42.0862	-4.76701580062399	-999	12Rd	R	depth	parstriangularis	n/a
12Rd10	53.8986	41.5879	-3.29263260905033	-999	12Rd	R	depth	parstriangularis	n/a
14Rd1	10.653	37.9376	-9.22465030386174	-999	14Rd	R	depth	medialorbitofrontal	n/a
14Rd3	9.23264	41.8275	7.66679423867676	-999	14Rd	R	depth	rostralanteriorcingulate	Right ACg
14Rd5	11.2411	39.2314	20.2041123315265	-999	14Rd	R	depth	superiorfrontal	n/a
14Rd7	11.985	38.4974	33.6419389870209	-999	14Rd	R	depth	superiorfrontal	n/a
14Rd9	13.8434	36.1575	43.6158248240513	-999	14Rd	R	depth	superiorfrontal	n/a
16Rd1	6.68417	24.9936	18.1065104716812	-999	16Rd	R	depth	caudalanteriorcingulate	Right MCg
16Rd3	10.5619	26.6233	29.2962946068003	-999	16Rd	R	depth	caudalanteriorcingulate	Right MCg
16Rd5	13.0101	26.0051	37.6352869137574	-999	16Rd	R	depth	superiorfrontal	n/a
16Rd7	15.9059	23.8177	42.4988041118768	-999	16Rd	R	depth	superiorfrontal	n/a
16Rd9	22.4912	24.1983	49.7056632075269	-999	16Rd	R	depth	caudalmiddlefrontal	n/a
18Rd1	6.68916	10.698	21.3718981025642	-999	18Rd	R	depth	caudalanteriorcingulate	n/a
18Rd3	10.852	7.20432	28.6287024685794	-999	18Rd	R	depth	caudalanteriorcingulate	n/a
18Rd5	13.606	4.10086	37.9213673415072	-999	18Rd	R	depth	superiorfrontal	n/a
18Rd7	15.2947	-1.00639	46.1088604197487	-999	18Rd	R	depth	superiorfrontal	n/a
18Rd9	19.1991	-4.03794	55.8831045445485	-999	18Rd	R	depth	superiorfrontal	n/a
20Rd1	5.25674	36.1267	-25.2371825812339	-999	20Rd	R	depth	medialorbitofrontal	n/a
20Rd2	9.46428	35.094	-23.9282042495426	-999	20Rd	R	depth	lateralorbitofrontal	n/a
20Rd3	15.0293	33.7884	-21.0856708256322	-999	20Rd	R	depth	lateralorbitofrontal	n/a
20Rd4	21.3097	31.9159	-18.1243605908244	-999	20Rd	R	depth	lateralorbitofrontal	n/a
20Rd5	25.9102	31.3157	-15.4616416997566	-999	20Rd	R	depth	lateralorbitofrontal	n/a
20Rd6	30.2504	30.0022	-15.1602535894339	-999	20Rd	R	depth	lateralorbitofrontal	n/a
20Rd7	35.7576	28.0213	-12.6350607899959	-999	20Rd	R	depth	lateralorbitofrontal	n/a
20Rd8	42.5401	26.9961	-8.25354767946376	-999	20Rd	R	depth	parsorbitalis	n/a
20Rd9	47.1573	24.1088	-5.41368564797127	-999	20Rd	R	depth	parsorbitalis	n/a
20Rd10	51.1615	20.8319	-2.20157460299415	-999	20Rd	R	depth	parstriangularis	n/a
22Rd1	6.93225	-7.92825	57.9335820812239	-999	22Rd	R	depth	superiorfrontal	n/a
22Rd2	11.9863	-8.00168	57.0610502336238	-999	22Rd	R	depth	superiorfrontal	n/a
22Rd3	17.7992	-7.93568	56.8863588747116	-999	22Rd	R	depth	superiorfrontal	n/a
22Rd4	22.6231	-8.22202	56.7392571902831	-999	22Rd	R	depth	superiorfrontal	n/a
22Rd5	27.8529	-6.84381	57.2980512066045	-999	22Rd	R	depth	superiorfrontal	n/a
22Rd6	32.8731	-3.59086	57.9412524607684	-999	22Rd	R	depth	caudalmiddlefrontal	n/a
22Rd7	39.8737	1.36294	54.1672617929293	-999	22Rd	R	depth	precentral	n/a
22Rd8	46.5943	0.671949	49.4668812928982	-999	22Rd	R	depth	precentral	n/a
22Rd9	50.8143	-0.431613	52.0760917359854	-999	22Rd	R	depth	precentral	n/a
22Rd10	55.9192	-0.683451	53.45697498488	-999	22Rd	R	depth	precentral	n/a
24Rd1	35.66	5.72191	-45.8720051340258	-999	24Rd	R	depth	fusiform	n/a
24Rd2	36.0356	1.91487	-42.3512279220797	-999	24Rd	R	depth	inferiortemporal	n/a
24Rd3	35.3084	-4.37786	-39.6977341777551	-999	24Rd	R	depth	fusiform	n/a
24Rd4	35.2162	-11.9141	-37.6960869744523	-999	24Rd	R	depth	fusiform	Right PRC
24Rd5	35.8634	-17.0421	-35.7764067766238	-999	24Rd	R	depth	fusiform	Right PRC
24Rd6	36.0421	-22.2243	-32.0777382217488	-999	24Rd	R	depth	inferiortemporal	Right PRC
24Rd7	36.3053	-28.5212	-27.4800395189785	-999	24Rd	R	depth	fusiform	n/a
24Rd8	35.7819	-34.4022	-23.8599639129226	-999	24Rd	R	depth	fusiform	n/a
24Rd9	35.0745	-40.4454	-21.2133768434973	-999	24Rd	R	depth	fusiform	n/a
24Rd10	34.8111	-47.2887	-19.1320423955918	-999	24Rd	R	depth	fusiform	n/a
26Rd1	3.63062	-47.0601	18.9574729374678	-999	26Rd	R	depth	isthmuscingulate	Right PCg
26Rd2	11.5399	-47.2882	19.7600229653142	-999	26Rd	R	depth	isthmuscingulate	n/a
26Rd3	19.536	-48.9216	20.6317445743879	-999	26Rd	R	depth	precuneus	n/a
26Rd4	26.5203	-49.876	21.3186736755594	-999	26Rd	R	depth	precuneus	n/a
26Rd5	36.8128	-47.5233	22.2935015937978	-999	26Rd	R	depth	inferiorparietal	n/a
26Rd6	46.039	-47.2841	25.5994165267523	-999	26Rd	R	depth	inferiorparietal	n/a
26Rd7	52.3698	-47.2473	27.8294719169549	-999	26Rd	R	depth	supramarginal	n/a
26Rd8	58.9839	-47.6216	31.1721774331979	-999	26Rd	R	depth	supramarginal	n/a
26Rd9	66.2863	-45.0752	32.7589945023693	-999	26Rd	R	depth	supramarginal	n/a
26Rd10	72.7038	-43.2475	34.88862607992	-999	26Rd	R	depth	supramarginal	n/a
28Rd1	43.5036	-11.4334	-2.63601926282655	-999	28Rd	R	depth	insula	n/a
28Rd2	47.7611	-11.2171	-4.78311870032556	-999	28Rd	R	depth	superiortemporal	n/a
28Rd3	51.2218	-10.322	-6.27294978956218	-999	28Rd	R	depth	superiortemporal	n/a
28Rd4	54.3559	-9.39487	-7.89271689846953	-999	28Rd	R	depth	superiortemporal	n/a
28Rd5	57.1107	-8.6913	-9.70295671442533	-999	28Rd	R	depth	superiortemporal	n/a
28Rd6	60.2303	-7.99526	-11.6579002675513	-999	28Rd	R	depth	superiortemporal	Right Middle Temporal Gyrus
28Rd7	64.5829	-7.21019	-14.0501153841716	-999	28Rd	R	depth	superiortemporal	Right Middle Temporal Gyrus
28Rd8	69.2871	-6.78518	-14.8953296319596	-999	28Rd	R	depth	superiortemporal	n/a
30Rd1	36.3297	-3.82125	-15.7622412451259	-999	30Rd	R	depth	insula	n/a
30Rd2	37.0775	2.41115	-12.0177253284019	-999	30Rd	R	depth	insula	n/a
30Rd3	37.271	7.62369	-5.33965607477595	-999	30Rd	R	depth	insula	n/a
30Rd4	37.4969	12.3788	-0.56170122939786	-999	30Rd	R	depth	insula	n/a
30Rd5	38.3343	19.0955	5.44198669566656	-999	30Rd	R	depth	parstriangularis	n/a
30Rd6	37.3086	26.4368	10.3350400988533	-999	30Rd	R	depth	parstriangularis	n/a
30Rd7	35.4064	31.8229	12.2770724511105	-999	30Rd	R	depth	rostralmiddlefrontal	n/a
30Rd8	36.4916	39.3383	17.2178636165372	-999	30Rd	R	depth	rostralmiddlefrontal	n/a
30Rd9	32.541	45.5439	26.0549258207819	-999	30Rd	R	depth	rostralmiddlefrontal	n/a
30Rd10	30.6328	52.1702	30.6970921201077	-999	30Rd	R	depth	rostralmiddlefrontal	n/a
