name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
A1	SEEG	V	n/a	n/a	A	1000	depth	n/a
A2	SEEG	V	n/a	n/a	A	1000	depth	n/a
A3	SEEG	V	n/a	n/a	A	1000	depth	n/a
A4	SEEG	V	n/a	n/a	A	1000	depth	n/a
A5	SEEG	V	n/a	n/a	A	1000	depth	n/a
A6	SEEG	V	n/a	n/a	A	1000	depth	n/a
A7	SEEG	V	n/a	n/a	A	1000	depth	n/a
A8	SEEG	V	n/a	n/a	A	1000	depth	n/a
MI1	SEEG	V	n/a	n/a	MI	1000	depth	n/a
MI2	SEEG	V	n/a	n/a	MI	1000	depth	n/a
MI3	SEEG	V	n/a	n/a	MI	1000	depth	n/a
MI4	SEEG	V	n/a	n/a	MI	1000	depth	n/a
MI5	SEEG	V	n/a	n/a	MI	1000	depth	n/a
MI6	SEEG	V	n/a	n/a	MI	1000	depth	n/a
SMG1	SEEG	V	n/a	n/a	SMG	1000	depth	n/a
SMG2	SEEG	V	n/a	n/a	SMG	1000	depth	n/a
SMG3	SEEG	V	n/a	n/a	SMG	1000	depth	n/a
SMG4	SEEG	V	n/a	n/a	SMG	1000	depth	n/a
SMG5	SEEG	V	n/a	n/a	SMG	1000	depth	n/a
SMG6	SEEG	V	n/a	n/a	SMG	1000	depth	n/a
SMG7	SEEG	V	n/a	n/a	SMG	1000	depth	n/a
SMG8	SEEG	V	n/a	n/a	SMG	1000	depth	n/a
SMG9	SEEG	V	n/a	n/a	SMG	1000	depth	n/a
SMG10	SEEG	V	n/a	n/a	SMG	1000	depth	n/a
MS1	SEEG	V	n/a	n/a	MS	1000	depth	n/a
MS2	SEEG	V	n/a	n/a	MS	1000	depth	n/a
MS3	SEEG	V	n/a	n/a	MS	1000	depth	n/a
MS4	SEEG	V	n/a	n/a	MS	1000	depth	n/a
MS5	SEEG	V	n/a	n/a	MS	1000	depth	n/a
MS6	SEEG	V	n/a	n/a	MS	1000	depth	n/a
STG1	SEEG	V	n/a	n/a	STG	1000	depth	n/a
STG2	SEEG	V	n/a	n/a	STG	1000	depth	n/a
STG3	SEEG	V	n/a	n/a	STG	1000	depth	n/a
STG4	SEEG	V	n/a	n/a	STG	1000	depth	n/a
STG5	SEEG	V	n/a	n/a	STG	1000	depth	n/a
STG6	SEEG	V	n/a	n/a	STG	1000	depth	n/a
STG7	SEEG	V	n/a	n/a	STG	1000	depth	n/a
STG8	SEEG	V	n/a	n/a	STG	1000	depth	n/a
TWOSTG1	SEEG	V	n/a	n/a	TWOSTG	1000	depth	n/a
TWOSTG2	SEEG	V	n/a	n/a	TWOSTG	1000	depth	n/a
TWOSTG3	SEEG	V	n/a	n/a	TWOSTG	1000	depth	n/a
TWOSTG4	SEEG	V	n/a	n/a	TWOSTG	1000	depth	n/a
TWOSTG5	SEEG	V	n/a	n/a	TWOSTG	1000	depth	n/a
TWOSTG6	SEEG	V	n/a	n/a	TWOSTG	1000	depth	n/a
SS1	SEEG	V	n/a	n/a	SS	1000	depth	n/a
SS2	SEEG	V	n/a	n/a	SS	1000	depth	n/a
SS3	SEEG	V	n/a	n/a	SS	1000	depth	n/a
SS4	SEEG	V	n/a	n/a	SS	1000	depth	n/a
SS5	SEEG	V	n/a	n/a	SS	1000	depth	n/a
SS6	SEEG	V	n/a	n/a	SS	1000	depth	n/a
SI1	SEEG	V	n/a	n/a	SI	1000	depth	n/a
SI2	SEEG	V	n/a	n/a	SI	1000	depth	n/a
SI3	SEEG	V	n/a	n/a	SI	1000	depth	n/a
SI4	SEEG	V	n/a	n/a	SI	1000	depth	n/a
SI5	SEEG	V	n/a	n/a	SI	1000	depth	n/a
SI6	SEEG	V	n/a	n/a	SI	1000	depth	n/a
THREESC1	SEEG	V	n/a	n/a	THREESC	1000	depth	n/a
THREESC2	SEEG	V	n/a	n/a	THREESC	1000	depth	n/a
THREESC3	SEEG	V	n/a	n/a	THREESC	1000	depth	n/a
THREESC4	SEEG	V	n/a	n/a	THREESC	1000	depth	n/a
THREESC5	SEEG	V	n/a	n/a	THREESC	1000	depth	n/a
THREESC6	SEEG	V	n/a	n/a	THREESC	1000	depth	n/a
SIXSC1	SEEG	V	n/a	n/a	SIXSC	1000	depth	n/a
SIXSC2	SEEG	V	n/a	n/a	SIXSC	1000	depth	n/a
SIXSC3	SEEG	V	n/a	n/a	SIXSC	1000	depth	n/a
SIXSC4	SEEG	V	n/a	n/a	SIXSC	1000	depth	n/a
SIXSC5	SEEG	V	n/a	n/a	SIXSC	1000	depth	n/a
SIXSC6	SEEG	V	n/a	n/a	SIXSC	1000	depth	n/a
SIXSC7	SEEG	V	n/a	n/a	SIXSC	1000	depth	n/a
SIXSC8	SEEG	V	n/a	n/a	SIXSC	1000	depth	n/a
ONESC1	SEEG	V	n/a	n/a	ONESC	1000	depth	n/a
ONESC2	SEEG	V	n/a	n/a	ONESC	1000	depth	n/a
ONESC3	SEEG	V	n/a	n/a	ONESC	1000	depth	n/a
ONESC4	SEEG	V	n/a	n/a	ONESC	1000	depth	n/a
ONESC5	SEEG	V	n/a	n/a	ONESC	1000	depth	n/a
ONESC6	SEEG	V	n/a	n/a	ONESC	1000	depth	n/a
ONESC7	SEEG	V	n/a	n/a	ONESC	1000	depth	n/a
ONESC8	SEEG	V	n/a	n/a	ONESC	1000	depth	n/a
FOURSC1	SEEG	V	n/a	n/a	FOURSC	1000	depth	n/a
FOURSC2	SEEG	V	n/a	n/a	FOURSC	1000	depth	n/a
FOURSC3	SEEG	V	n/a	n/a	FOURSC	1000	depth	n/a
FOURSC4	SEEG	V	n/a	n/a	FOURSC	1000	depth	n/a
FOURSC5	SEEG	V	n/a	n/a	FOURSC	1000	depth	n/a
FOURSC6	SEEG	V	n/a	n/a	FOURSC	1000	depth	n/a
FOURSC7	SEEG	V	n/a	n/a	FOURSC	1000	depth	n/a
FOURSC8	SEEG	V	n/a	n/a	FOURSC	1000	depth	n/a
TWOSMC1	SEEG	V	n/a	n/a	TWOSMC	1000	depth	n/a
TWOSMC2	SEEG	V	n/a	n/a	TWOSMC	1000	depth	n/a
TWOSMC3	SEEG	V	n/a	n/a	TWOSMC	1000	depth	n/a
TWOSMC4	SEEG	V	n/a	n/a	TWOSMC	1000	depth	n/a
TWOSMC5	SEEG	V	n/a	n/a	TWOSMC	1000	depth	n/a
TWOSMC6	SEEG	V	n/a	n/a	TWOSMC	1000	depth	n/a
TWOSMC7	SEEG	V	n/a	n/a	TWOSMC	1000	depth	n/a
TWOSMC8	SEEG	V	n/a	n/a	TWOSMC	1000	depth	n/a
TWOSC1	SEEG	V	n/a	n/a	TWOSC	1000	depth	n/a
TWOSC2	SEEG	V	n/a	n/a	TWOSC	1000	depth	n/a
TWOSC3	SEEG	V	n/a	n/a	TWOSC	1000	depth	n/a
TWOSC4	SEEG	V	n/a	n/a	TWOSC	1000	depth	n/a
TWOSC5	SEEG	V	n/a	n/a	TWOSC	1000	depth	n/a
TWOSC6	SEEG	V	n/a	n/a	TWOSC	1000	depth	n/a
TWOSC7	SEEG	V	n/a	n/a	TWOSC	1000	depth	n/a
TWOSC8	SEEG	V	n/a	n/a	TWOSC	1000	depth	n/a
TWOSC9	SEEG	V	n/a	n/a	TWOSC	1000	depth	n/a
TWOSC10	SEEG	V	n/a	n/a	TWOSC	1000	depth	n/a
TWOMC1	SEEG	V	n/a	n/a	TWOMC	1000	depth	n/a
TWOMC2	SEEG	V	n/a	n/a	TWOMC	1000	depth	n/a
TWOMC3	SEEG	V	n/a	n/a	TWOMC	1000	depth	n/a
TWOMC4	SEEG	V	n/a	n/a	TWOMC	1000	depth	n/a
TWOMC5	SEEG	V	n/a	n/a	TWOMC	1000	depth	n/a
TWOMC6	SEEG	V	n/a	n/a	TWOMC	1000	depth	n/a
PI1	SEEG	V	n/a	n/a	PI	1000	depth	n/a
PI2	SEEG	V	n/a	n/a	PI	1000	depth	n/a
PI3	SEEG	V	n/a	n/a	PI	1000	depth	n/a
PI4	SEEG	V	n/a	n/a	PI	1000	depth	n/a
PI5	SEEG	V	n/a	n/a	PI	1000	depth	n/a
PI6	SEEG	V	n/a	n/a	PI	1000	depth	n/a
