name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
LG1	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG2	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG3	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG4	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG5	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG6	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG7	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG8	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG9	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG10	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG11	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG12	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG13	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG14	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG15	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG16	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG17	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG18	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG19	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG20	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG21	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG22	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG23	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG24	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG25	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG26	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG27	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG28	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG29	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG30	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG31	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG32	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG33	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG34	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG35	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG36	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG37	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG38	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG39	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG40	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG41	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG42	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG43	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG44	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG45	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG46	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG47	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG48	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG49	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG50	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG51	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG52	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG53	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG54	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG55	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG56	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG57	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG58	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG59	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG60	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG61	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG62	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG63	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LG64	ECOG	V	n/a	n/a	LG	1000	grid	n/a
LOF1	ECOG	V	n/a	n/a	LOF	1000	strip	n/a
LOF2	ECOG	V	n/a	n/a	LOF	1000	strip	n/a
LOF3	ECOG	V	n/a	n/a	LOF	1000	strip	n/a
