name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
RC1	30.6999	-30.3573	-10.6814741675471	-999	RC	R	depth	33.2929	-27.5328	-5.99473	Right Hippocampus	n/a	DG	Right DG
RC2	32.8746	-29.9024	-12.4248402214755	-999	RC	R	depth	35.6648	-27.3231	-7.27941	Right Hippocampus	n/a	CA1	Right CA1
RC3	38.1133	-29.2438	-12.219157851722	-999	RC	R	depth	40.1222	-26.6755	-7.08465	Right Cerebral White Matter	n/a	n/a	n/a
RC4	42.2448	-28.2012	-12.6210434579785	-999	RC	R	depth	44.5851	-25.2175	-7.8502	Right Cerebral White Matter	fusiform	n/a	n/a
RC5	45.9163	-27.8075	-10.8840790403616	-999	RC	R	depth	48.151	-24.6995	-7.69437	Right Cerebral White Matter	middletemporal	n/a	n/a
RC6	48.8079	-27.6995	-10.6617488978014	-999	RC	R	depth	51.8123	-24.2574	-8.45994	Right Cerebral White Matter	middletemporal	n/a	n/a
RC7	52.9734	-26.2578	-9.16754437098161	-999	RC	R	depth	56.1348	-22.2803	-8.32341	Right Cerebral White Matter	middletemporal	n/a	n/a
RC8	56.504	-26.7121	-8.73681156015394	-999	RC	R	depth	59.2549	-21.827	-8.18713	Right Cerebral White Matter	middletemporal	n/a	n/a
RC9	62.5918	-27.7346	-9.52079376877487	-999	RC	R	depth	64.2536	-21.1907	-8.8943	Right Cerebral White Matter	middletemporal	n/a	n/a
RC10	66.3596	-26.036	-8.92583496239579	-999	RC	R	depth	67.2387	-19.4077	-8.81618	Right MTG middle temporal gyrus	middletemporal	n/a	n/a
RB1	33.475	-19.696	-21.1647283122768	-999	RB	R	depth	36.3335	-17.6466	-15.5191	Right Hippocampus	n/a	CA1	Right CA1
RB2	38.6387	-20.4071	-22.4424012084894	-999	RB	R	depth	42.1281	-16.8046	-15.266	Right FuG fusiform gyrus	fusiform	BA36	Right PRC
RB3	43.4205	-18.7968	-21.0267832753994	-999	RB	R	depth	47.7877	-14.6331	-15.071	Right Cerebral White Matter	inferiortemporal	n/a	n/a
