name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
RAD1	SEEG	V	n/a	n/a	RAD	499.7071	depth	n/a
RAD2	SEEG	V	n/a	n/a	RAD	499.7071	depth	n/a
RAD3	SEEG	V	n/a	n/a	RAD	499.7071	depth	n/a
RAD4	SEEG	V	n/a	n/a	RAD	499.7071	depth	n/a
RHD1	SEEG	V	n/a	n/a	RHD	499.7071	depth	n/a
RHD2	SEEG	V	n/a	n/a	RHD	499.7071	depth	n/a
RHD3	SEEG	V	n/a	n/a	RHD	499.7071	depth	n/a
RHD4	SEEG	V	n/a	n/a	RHD	499.7071	depth	n/a
RTG1	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG2	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG3	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG4	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG5	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG6	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG7	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG8	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG9	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG10	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG11	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG12	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG13	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG14	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG15	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTG16	ECOG	V	n/a	n/a	RTG	499.7071	grid	n/a
RTS1	ECOG	V	n/a	n/a	RTS	499.7071	strip	n/a
RTS2	ECOG	V	n/a	n/a	RTS	499.7071	strip	n/a
RTS3	ECOG	V	n/a	n/a	RTS	499.7071	strip	n/a
RTS4	ECOG	V	n/a	n/a	RTS	499.7071	strip	n/a
RTS5	ECOG	V	n/a	n/a	RTS	499.7071	strip	n/a
RTS6	ECOG	V	n/a	n/a	RTS	499.7071	strip	n/a
RTS7	ECOG	V	n/a	n/a	RTS	499.7071	strip	n/a
RTS8	ECOG	V	n/a	n/a	RTS	499.7071	strip	n/a
RSS1	ECOG	V	n/a	n/a	RSS	499.7071	strip	n/a
RSS2	ECOG	V	n/a	n/a	RSS	499.7071	strip	n/a
RSS3	ECOG	V	n/a	n/a	RSS	499.7071	strip	n/a
RSS4	ECOG	V	n/a	n/a	RSS	499.7071	strip	n/a
POS1	ECOG	V	n/a	n/a	POS	499.7071	strip	n/a
POS2	ECOG	V	n/a	n/a	POS	499.7071	strip	n/a
POS3	ECOG	V	n/a	n/a	POS	499.7071	strip	n/a
POS4	ECOG	V	n/a	n/a	POS	499.7071	strip	n/a
PTG1	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG2	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG3	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG4	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG5	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG6	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG7	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG8	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG9	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG10	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG11	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG12	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG13	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG14	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG15	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
PTG16	ECOG	V	n/a	n/a	PTG	499.7071	grid	n/a
TOS1	ECOG	V	n/a	n/a	TOS	499.7071	strip	n/a
TOS2	ECOG	V	n/a	n/a	TOS	499.7071	strip	n/a
TOS3	ECOG	V	n/a	n/a	TOS	499.7071	strip	n/a
TOS4	ECOG	V	n/a	n/a	TOS	499.7071	strip	n/a
ROS1	ECOG	V	n/a	n/a	ROS	499.7071	strip	n/a
ROS2	ECOG	V	n/a	n/a	ROS	499.7071	strip	n/a
ROS3	ECOG	V	n/a	n/a	ROS	499.7071	strip	n/a
ROS4	ECOG	V	n/a	n/a	ROS	499.7071	strip	n/a
