name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
LOFC1	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC2	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC3	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC4	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC5	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC6	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC7	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC8	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC9	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC10	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC11	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC12	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC13	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC14	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC15	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LOFC16	SEEG	V	n/a	n/a	LOFC	500	depth	n/a
LASMA1	SEEG	V	n/a	n/a	LASMA	500	depth	n/a
LASMA2	SEEG	V	n/a	n/a	LASMA	500	depth	n/a
LASMA3	SEEG	V	n/a	n/a	LASMA	500	depth	n/a
LASMA4	SEEG	V	n/a	n/a	LASMA	500	depth	n/a
LASMA5	SEEG	V	n/a	n/a	LASMA	500	depth	n/a
LASMA6	SEEG	V	n/a	n/a	LASMA	500	depth	n/a
LASMA7	SEEG	V	n/a	n/a	LASMA	500	depth	n/a
LASMA8	SEEG	V	n/a	n/a	LASMA	500	depth	n/a
LMSMA1	SEEG	V	n/a	n/a	LMSMA	500	depth	n/a
LMSMA2	SEEG	V	n/a	n/a	LMSMA	500	depth	n/a
LMSMA3	SEEG	V	n/a	n/a	LMSMA	500	depth	n/a
LMSMA4	SEEG	V	n/a	n/a	LMSMA	500	depth	n/a
LMSMA5	SEEG	V	n/a	n/a	LMSMA	500	depth	n/a
LMSMA6	SEEG	V	n/a	n/a	LMSMA	500	depth	n/a
LMSMA7	SEEG	V	n/a	n/a	LMSMA	500	depth	n/a
LMSMA8	SEEG	V	n/a	n/a	LMSMA	500	depth	n/a
LMSMA9	SEEG	V	n/a	n/a	LMSMA	500	depth	n/a
LMSMA10	SEEG	V	n/a	n/a	LMSMA	500	depth	n/a
LPSMA1	SEEG	V	n/a	n/a	LPSMA	500	depth	n/a
LPSMA2	SEEG	V	n/a	n/a	LPSMA	500	depth	n/a
LPSMA3	SEEG	V	n/a	n/a	LPSMA	500	depth	n/a
LPSMA4	SEEG	V	n/a	n/a	LPSMA	500	depth	n/a
LPSMA5	SEEG	V	n/a	n/a	LPSMA	500	depth	n/a
LPSMA6	SEEG	V	n/a	n/a	LPSMA	500	depth	n/a
LPSMA7	SEEG	V	n/a	n/a	LPSMA	500	depth	n/a
LPSMA8	SEEG	V	n/a	n/a	LPSMA	500	depth	n/a
LPSMA9	SEEG	V	n/a	n/a	LPSMA	500	depth	n/a
LPSMA10	SEEG	V	n/a	n/a	LPSMA	500	depth	n/a
LACG1	SEEG	V	n/a	n/a	LACG	500	depth	n/a
LACG2	SEEG	V	n/a	n/a	LACG	500	depth	n/a
LACG3	SEEG	V	n/a	n/a	LACG	500	depth	n/a
LACG4	SEEG	V	n/a	n/a	LACG	500	depth	n/a
LACG5	SEEG	V	n/a	n/a	LACG	500	depth	n/a
LACG6	SEEG	V	n/a	n/a	LACG	500	depth	n/a
LACG7	SEEG	V	n/a	n/a	LACG	500	depth	n/a
LMCG1	SEEG	V	n/a	n/a	LMCG	500	depth	n/a
LMCG2	SEEG	V	n/a	n/a	LMCG	500	depth	n/a
LMCG3	SEEG	V	n/a	n/a	LMCG	500	depth	n/a
LMCG4	SEEG	V	n/a	n/a	LMCG	500	depth	n/a
LMCG5	SEEG	V	n/a	n/a	LMCG	500	depth	n/a
LMCG6	SEEG	V	n/a	n/a	LMCG	500	depth	n/a
LMCG7	SEEG	V	n/a	n/a	LMCG	500	depth	n/a
LPCG1	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG2	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG3	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG4	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG5	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG6	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG7	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG8	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG9	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG10	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG11	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LPCG12	SEEG	V	n/a	n/a	LPCG	500	depth	n/a
LMIF1	SEEG	V	n/a	n/a	LMIF	500	depth	n/a
LMIF2	SEEG	V	n/a	n/a	LMIF	500	depth	n/a
LMIF3	SEEG	V	n/a	n/a	LMIF	500	depth	n/a
LMIF4	SEEG	V	n/a	n/a	LMIF	500	depth	n/a
LMIF5	SEEG	V	n/a	n/a	LMIF	500	depth	n/a
LMIF6	SEEG	V	n/a	n/a	LMIF	500	depth	n/a
LMIF7	SEEG	V	n/a	n/a	LMIF	500	depth	n/a
LMIF8	SEEG	V	n/a	n/a	LMIF	500	depth	n/a
LMIF9	SEEG	V	n/a	n/a	LMIF	500	depth	n/a
LMIF10	SEEG	V	n/a	n/a	LMIF	500	depth	n/a
LPIF1	SEEG	V	n/a	n/a	LPIF	500	depth	n/a
LPIF2	SEEG	V	n/a	n/a	LPIF	500	depth	n/a
LPIF3	SEEG	V	n/a	n/a	LPIF	500	depth	n/a
LPIF4	SEEG	V	n/a	n/a	LPIF	500	depth	n/a
LPIF5	SEEG	V	n/a	n/a	LPIF	500	depth	n/a
LPIF6	SEEG	V	n/a	n/a	LPIF	500	depth	n/a
LPIF7	SEEG	V	n/a	n/a	LPIF	500	depth	n/a
LPIF8	SEEG	V	n/a	n/a	LPIF	500	depth	n/a
LHC1	SEEG	V	n/a	n/a	LHC	500	depth	n/a
LHC2	SEEG	V	n/a	n/a	LHC	500	depth	n/a
LHC3	SEEG	V	n/a	n/a	LHC	500	depth	n/a
LHC4	SEEG	V	n/a	n/a	LHC	500	depth	n/a
LHC5	SEEG	V	n/a	n/a	LHC	500	depth	n/a
LHC6	SEEG	V	n/a	n/a	LHC	500	depth	n/a
LHC7	SEEG	V	n/a	n/a	LHC	500	depth	n/a
RMC1	SEEG	V	n/a	n/a	RMC	500	depth	n/a
RMC2	SEEG	V	n/a	n/a	RMC	500	depth	n/a
RMC3	SEEG	V	n/a	n/a	RMC	500	depth	n/a
RMC4	SEEG	V	n/a	n/a	RMC	500	depth	n/a
RMC5	SEEG	V	n/a	n/a	RMC	500	depth	n/a
